名称,状态,最优步数,类型
new13676,3396171142538304L,7,0
new10362,1708756875110016L,-1,0
new10407,2025416223901312L,-1,0
new3148,590526722419840L,-1,0
new7413,9034234297912448L,-1,0
new2804,1715884901272704L,-1,0
new863,19149441990749568L,-1,0
new9926,2025416223639168L,-1,0
new10982,625703578324096L,-1,0
new3204,9033676497955968L,-1,0
new6768,12404452729038144L,0,0
new6762,12404452728776000L,0,0
new13219,3387073019342464L,5,0
new3367,9034776023739520L,-1,0
new6694,589984996592768L,-1,0
new3311,589427196636288L,-1,0
new12043,2261439449230720L,18,0
new6471,4223836841583936L,9,0
new8555,18060124979735936L,-1,0
new5597,1991012990076544L,-1,0
new8980,18024391397420416L,-1,0
new9675,1991012990338688L,-1,0
new6551,12404452737426560L,0,0
new561,12721112086217856L,0,0
new4443,10136204004321152L,-1,0
new7419,18023275781778560L,-1,0
new6867,9063071780464256L,-1,0
new1672,18023291887889536L,-1,0
new7321,18023275782040704L,-1,0
new5252,2261173169384832L,-1,0
new4663,3387073042149248L,10,0
new12115,3395622460482624L,4,0
new4666,3387073042411392L,11,0
new10367,1708756866721408L,-1,0
new10408,2025416215512704L,-1,0
new977,19149441982360960L,-1,0
new9923,2025416215250560L,-1,0
new11053,625703569935488L,-1,0
new4437,1708756866197120L,-1,0
new14507,19149441983081856L,-1,0
new5976,2025416214988416L,-1,0
new6107,625703570394240L,-1,0
new4229,12402804535354432L,0,0
new11398,18023542078401920L,-1,0
new5652,4223836832933184L,8,0
new9785,2270271235695744L,8,0
new646,21693126415222080L,7,0
new6477,4223836833195328L,8,0
new8492,21692026870040128L,6,0
new632,21693126414959936L,8,0
new6272,19150275206737024L,-1,0
new9680,1991012998727296L,-1,0
new13720,12403353217410176L,0,0
new9882,11277453310567552L,1,0
new7558,9070235249020288L,-1,0
new164,9070219142712704L,-1,0
new126,9070219142909312L,-1,0
new3539,18024375302057088L,-1,0
new768,21693126415221888L,7,0
new12099,2261207520930944L,18,0
new14523,3396171142538560L,8,0
new764,21693126414959744L,8,0
new3552,590526722420096L,-1,0
new3485,9033676497956224L,-1,0
new14680,12403353217410368L,0,0
new13148,3387073019342720L,6,0
new3722,9034776023739776L,-1,0
new3764,589427196636544L,-1,0
new12048,2261439449230464L,17,0
new13095,3676822550897984L,4,0
new12228,1708756866721600L,-1,0
new3484,19149175703039104L,-1,0
new5590,1991012990076800L,-1,0
new7997,625969866034560L,-1,0
new4577,1708756866197312L,-1,0
new10130,19150275198348416L,-1,0
new14325,18024375291309184L,-1,0
new10263,19150275198086272L,-1,0
new8701,18024391397420160L,-1,0
new9669,1991012990338944L,-1,0
new14078,18024375291571328L,-1,0
new2548,12721112068916352L,0,0
new2534,12721112069440640L,0,0
new12836,12684004625769792L,0,0
new2544,12721112069178496L,0,0
new14933,9070219167878528L,-1,0
new1008,9063071780464512L,-1,0
new1176,18023291887889792L,-1,0
new5261,2261173169384576L,-1,0
new2861,3387073042148992L,11,0
new2857,3387073042411136L,12,0
new10409,2025416232289920L,-1,0
new14540,899516325447296L,-1,0
new7036,12404452737426752L,0,0
new10056,11558104718927232L,3,0
new4767,18023542061362560L,-1,0
new4617,18023542061624704L,-1,0
new10431,2270271235696000L,8,0
new884,21692026903594304L,6,0
new5143,21693126431999296L,4,0
new12226,1708756875110208L,-1,0
new3615,19149175694650496L,-1,0
new8074,625969857645952L,-1,0
new14035,19149175695109248L,-1,0
new5900,625969858366848L,-1,0
new9672,1991012998727552L,-1,0
new5912,12404452729037952L,0,0
new138,12721112077829248L,0,0
new5893,12404452728775808L,0,0
new10397,11277453310567808L,2,0
new152,12721112077567104L,0,0
new7506,9070235249020032L,-1,0
new4444,10136203995932544L,-1,0
new651,10136203995670400L,-1,0
new11149,18023275790429312L,-1,0
new6377,21699999452973888L,8,0
new2709,21401454942915392L,9,0
new3035,20275829905329024L,8,0
new5395,3387108500777856L,4,0
new7,18016961339470464L,-1,0
new14287,3967092554771072L,10,0
new3882,13230751009227616L,0,0
new2723,21401489302653760L,9,0
new8541,3660885806048128L,7,0
new9570,21112035601863552L,14,0
new10095,21112035601830784L,15,0
new3317,3967082891405952L,5,0
new5599,21699999453203264L,7,0
new8415,3387108501531520L,8,0
new8450,3387108501498752L,8,0
new8453,20830560625382272L,-1,0
new8460,20830560625415040L,-1,0
new4,18016961338585728L,-1,0
new5596,21699999454022464L,8,0
new6969,1715869332040320L,-1,0
new6225,11558127563854720L,8,0
new5575,1715860742105728L,-1,0
new3526,18024409644755808L,-1,0
new7154,9033703341255296L,-1,0
new7263,18297869941691264L,-1,0
new8420,18060375698459520L,-1,0
new3378,9034210138745472L,-1,0
new10692,1715353944681088L,-1,0
new611,18016961338421888L,-1,0
new8362,18060384288394112L,-1,0
new3401,9034218728680064L,-1,0
new10667,18297869941986176L,-1,0
new11078,18297869941953408L,-1,0
new7158,9033668981516928L,-1,0
new14900,589685959780960L,-1,0
new132,856066556987776L,-1,0
new14067,18059594014411584L,-1,0
new2821,13239831643589504L,0,0
new6099,11558127560708992L,6,0
new12218,3942085904589664L,6,0
new2991,12693349366540416L,0,0
new3449,13239831643818880L,0,0
new10390,11848375796558464L,4,0
new3885,13230751009227584L,0,0
new11426,863213913781120L,-1,0
new3212,13239831644081024L,0,0
new597,11558127561200512L,4,0
new403,12693349367031936L,0,0
new44,12394307219393408L,0,0
new73,12394307219360640L,0,0
new13285,21401471015012704L,2,0
new4083,9853370458510208L,-1,0
new11429,863213912961920L,-1,0
new14872,589454039935616L,-1,0
new2741,18297336855900800L,-1,0
new7291,9853370458280832L,-1,0
new1860,589969427360384L,-1,0
new2178,10159603245935232L,-1,0
new9333,9853345762464640L,-1,0
new2737,18297336855933568L,-1,0
new3184,589960837425792L,-1,0
new10910,863213912732544L,-1,0
new14266,19422988433122144L,-1,0
new14963,589419680197248L,-1,0
new15250,9033935261100640L,-1,0
new2180,10159568886196864L,-1,0
new6921,9853345762988928L,-1,0
new6929,9853345763021696L,-1,0
new14069,18059594014411616L,-1,0
new6948,9069987239381632L,-1,0
new13821,10159603245476480L,-1,0
new6057,3404416405301888L,3,0
new10083,3387349019437952L,4,0
new2434,565512800187264L,-1,0
new14415,21418799353908032L,5,0
new3888,22237950263968576L,1,0
new9994,3404416405760640L,6,0
new2115,3685617586711360L,6,0
new8339,3387339355286400L,7,0
new1204,12394271793564512L,0,0
new7252,3387349018946432L,2,0
new13627,21418799354399552L,7,0
new8346,3387339355548544L,8,0
new1207,12394271793826656L,0,0
new14895,589454031546976L,-1,0
new5572,1716135083133568L,-1,0
new14403,18297619759829888L,-1,0
new3522,18024409651047296L,-1,0
new13462,1989913478448000L,-1,0
new2462,565512799138688L,-1,0
new7331,18297595063784320L,-1,0
new372,9853087554613888L,-1,0
new11036,9034484479773312L,-1,0
new13613,21418799354956608L,5,0
new375,9853087554581120L,-1,0
new12469,18297619759600512L,-1,0
new8394,565512799826816L,-1,0
new3536,18024375291308928L,-1,0
new7228,3387349019995008L,3,0
new14072,18024409650523008L,-1,0
new8469,18297595064341376L,-1,0
new8483,18297595064308608L,-1,0
new3177,589454031284832L,-1,0
new551,882172181909888L,-1,0
new13703,3967082882689632L,2,0
new2202,12394547737299840L,0,0
new7098,3685616495979104L,3,0
new2758,9009762101506944L,-1,0
new6082,11268647830457216L,1,0
new9858,3685616496175712L,5,0
new504,2270245207290752L,11,0
new1311,2551720184001408L,12,0
new3337,3967082883017312L,4,0
new7223,9033703332866656L,-1,0
new13679,10979520547148672L,-1,0
new10703,1715353936292448L,-1,0
new2808,9009762100458368L,-1,0
new10867,9853620640371584L,-1,0
new3181,590235178453632L,-1,0
new3879,9889371436126592L,-1,0
new5550,1715353935964768L,-1,0
new8659,9009762101146496L,-1,0
new7069,9853620640633728L,-1,0
new7483,9853620640666496L,-1,0
new14692,19423220361356128L,-1,0
new3711,10979520547509120L,-1,0
new2027,10979520547410816L,-1,0
new11015,9033703332604512L,-1,0
new13692,3967082882689664L,2,0
new5296,3387108509166464L,5,0
new7081,3685616495979136L,3,0
new4502,3387074150181760L,9,0
new6323,20830560616469376L,16,0
new13519,3967092546349696L,9,0
new14279,3967092546382464L,9,0
new6238,21112035593180032L,15,0
new6634,18298436307792512L,-1,0
new9834,3685616496175744L,5,0
new15115,3685617569933952L,5,0
new15127,3685617569901184L,4,0
new6581,21401489294232384L,9,0
new6601,21401489294265152L,9,0
new9572,21112035593474944L,14,0
new10096,21112035593442176L,15,0
new12999,3387074149428096L,6,0
new3319,3967082883017344L,4,0
new8456,20830560616993664L,-1,0
new8462,20830560617026432L,-1,0
new12110,3387108509920128L,8,0
new5268,3387108510215040L,5,0
new7152,9033703332866688L,-1,0
new4082,9853370468766592L,-1,0
new4169,18298436306645632L,-1,0
new10693,1715353936292480L,-1,0
new3182,590235178453600L,-1,0
new6633,18298436306743936L,-1,0
new2653,574591588927872L,-1,0
new5510,1715353935964800L,-1,0
new12986,3387074150476672L,6,0
new14693,19423220361356160L,-1,0
new6917,9853345773474688L,-1,0
new6928,9853345773507456L,-1,0
new10958,9033703332604544L,-1,0
new5564,12411874398480512L,0,0
new3450,13239831651978112L,0,0
new6085,3404416405301856L,3,0
new379,11268372961201024L,1,0
new4184,12394272868043648L,0,0
new9802,11848375788137088L,6,0
new10395,11848375788169856L,5,0
new10004,3404416405760608L,6,0
new5640,13239831652469632L,0,0
new5841,11566900811688576L,-1,0
new6600,11566900811721344L,-1,0
new8347,3387339355286368L,7,0
new4089,12395406722337664L,0,0
new1208,12394271793564544L,0,0
new5628,12411874398709888L,0,0
new8340,3387339355548512L,8,0
new3890,12394307227782016L,0,0
new3891,12395406722632576L,0,0
new3927,12395406722599808L,0,0
new1205,12394271793826688L,0,0
new14873,589454031547008L,-1,0
new5576,1716135083133536L,-1,0
new3535,18024409651047264L,-1,0
new11031,9034484479773280L,-1,0
new10666,18297869952471936L,-1,0
new11073,18297869952439168L,-1,0
new2783,9018840890247552L,-1,0
new3547,18024375291308896L,-1,0
new14066,18024409650522976L,-1,0
new3162,589454031284864L,-1,0
new1356,11558892067476352L,4,0
new5493,3432456091091712L,3,0
new12211,3942085904589696L,6,0
new271,846987768509312L,-1,0
new6942,3713931067802368L,4,0
new6591,20275555036072832L,9,0
new6869,21401729812171584L,7,0
new6159,11558892066984832L,6,0
new13981,21401471015012736L,2,0
new14892,589454039935584L,-1,0
new298,846987767460736L,-1,0
new2261,10159603245935200L,-1,0
new14267,19422988433122176L,-1,0
new14983,589419680197216L,-1,0
new15145,9033935261100672L,-1,0
new7063,9853620651119488L,-1,0
new7480,9853620651152256L,-1,0
new598,882172173750656L,-1,0
new2272,10159568886196832L,-1,0
new14070,18059594014411648L,-1,0
new588,882172173521280L,-1,0
new6206,11558892068033408L,7,0
new6980,9069987239381600L,-1,0
new13630,846987767886720L,-1,0
new13951,10159603245476448L,-1,0
new5579,12439638165963520L,0,0
new7211,12411874440424256L,0,0
new5988,12721113142674176L,0,0
new4158,9854187006472832L,-1,0
new7059,12693349416872768L,0,0
new3893,13230751009227648L,0,0
new12720,863488783299456L,-1,0
new8550,3660885806048096L,7,0
new3335,3967082891405920L,5,0
new3529,18024409644755840L,-1,0
new7225,9033703341255264L,-1,0
new14601,863488782218112L,-1,0
new4157,9854187005424256L,-1,0
new10702,1715353944681056L,-1,0
new14408,18297619770086272L,-1,0
new6609,9854187005325952L,-1,0
new12719,863488782250880L,-1,0
new7231,9033668981516896L,-1,0
new14880,589685959780992L,-1,0
new8468,18297595074827136L,-1,0
new8479,18297595074794368L,-1,0
new13044,9054275981068672L,-1,0
new3708,10979520555897728L,-1,0
new12187,10136203995668608L,-1,0
new2024,10979520555799424L,-1,0
new4195,21981480855292736L,2,0
new11185,21699999436196672L,4,0
new4256,21981474412841792L,2,0
new3047,20275829905328768L,8,0
new4678,21981474412874560L,3,0
new7472,21401454942915136L,9,0
new5076,21981474412907328L,3,0
new12024,3942085904589376L,2,0
new11,18016961339470720L,-1,0
new8972,20566091294397312L,6,0
new9332,20566091294430080L,6,0
new5592,21699999436426048L,6,0
new6376,21699999436393280L,6,0
new14260,20830560642192256L,14,0
new9782,20566091294462848L,5,0
new12853,12394271770758016L,0,0
new8,18016961338585984L,-1,0
new11136,18023310133128032L,-1,0
new467,18061475210119552L,-1,0
new972,18061475210086784L,-1,0
new614,18016961338422144L,-1,0
new14932,9070219142908512L,-1,0
new7307,18023310132865888L,-1,0
new6387,12411874406869120L,0,0
new3213,13239831660366720L,0,0
new10011,3404416413690464L,4,0
new10434,863196750689152L,-1,0
new404,12693349383317632L,0,0
new2152,20284624909783936L,6,0
new7611,12395406731021184L,0,0
new7643,12395406730988416L,0,0
new1705,20284624909751168L,7,0
new4093,9853370458509952L,-1,0
new10410,863196749640576L,-1,0
new7301,9853370458280576L,-1,0
new6717,9863265794427264L,-1,0
new10671,18297869960860544L,-1,0
new1664,863196750394240L,-1,0
new3905,21981749290748736L,3,0
new2547,565512800187008L,-1,0
new665,21981749290519360L,5,0
new1309,2551720165585792L,-1,0
new1490,3387074150181440L,7,0
new13528,3967092546349888L,7,0
new14303,3967092546382656L,7,0
new1103,21981749290552128L,5,0
new15119,3685617569934144L,3,0
new15133,3685617569901376L,2,0
new13076,3387074149427776L,3,0
new4958,2551720165127040L,-1,0
new6184,21401764180298304L,7,0
new7344,2551720165028736L,10,0
new5568,1716135083133824L,-1,0
new14387,18297619759829632L,-1,0
new13470,1989913478447744L,-1,0
new2545,565512799138432L,-1,0
new11028,9034484479773568L,-1,0
new1310,2551720166634368L,-1,0
new6979,9069987214674528L,-1,0
new12464,18297619759600256L,-1,0
new1104,21981749291600704L,5,0
new4223,18307515095746944L,-1,0
new11393,18023542061362016L,-1,0
new7486,9853620659540864L,-1,0
new14211,565512799826560L,-1,0
new13075,3387074150476352L,4,0
new4959,2551720166175616L,-1,0
new2251,10159603253865056L,-1,0
new10763,9069987214215776L,-1,0
new6400,12411874432035648L,0,0
new6168,11558892040180608L,3,0
new6213,11558892040213376L,4,0
new9854,3685616512756320L,7,0
new1216,12394272868043328L,0,0
new2936,9009762101506688L,-1,0
new6093,11268647830456960L,2,0
new7210,12411874432265024L,0,0
new5205,3387339340868480L,5,0
new9784,11558892039721856L,4,0
new11134,18023310141516672L,-1,0
new2939,9009762100458112L,-1,0
new3179,590235178453888L,-1,0
new14589,9009762101146240L,-1,0
new11148,18023275781778304L,-1,0
new2452,9054275955902848L,-1,0
new2453,9054275955870080L,-1,0
new3712,10979520564286336L,-1,0
new4685,21981474421263168L,4,0
new10076,3387349019437632L,6,0
new5077,21981474421295936L,4,0
new9828,3685616512756352L,7,0
new6639,18298436307792768L,-1,0
new2106,3685617586711168L,8,0
new451,20284624915747712L,11,0
new7248,3387349018946112L,4,0
new9575,21112035610252160L,13,0
new2147,20284624916075392L,8,0
new5216,3387339340868448L,5,0
new1704,20284624916042624L,9,0
new7784,863213919220608L,-1,0
new7785,863213919253376L,-1,0
new5078,21981474422344512L,4,0
new10617,863196739154816L,-1,0
new11141,18023310141516640L,-1,0
new473,18061475218508160L,-1,0
new4091,9853370468766336L,-1,0
new4981,18297336828637824L,-1,0
new4174,18298436306645888L,-1,0
new6439,18297336828670592L,-1,0
new6638,18298436306744192L,-1,0
new7781,863213919024000L,-1,0
new2740,18297336829391488L,-1,0
new7227,3387349019994688L,5,0
new11154,18023275781778272L,-1,0
new4637,863196739875712L,-1,0
new4667,863196739908480L,-1,0
new1776,9853345790284672L,-1,0
new9788,11558127535543168L,5,0
new2203,12394547737299520L,0,0
new5915,11268372961200768L,2,0
new6441,18297336831816320L,-1,0
new6606,11566900828498560L,4,0
new6230,11558127536034688L,5,0
new6110,11558127535936384L,3,0
new9331,20566091304915840L,8,0
new11608,12395406739409792L,0,0
new9779,20566091304948608L,7,0
new12854,12394271760271488L,0,0
new13477,1989913478447712L,-1,0
new6946,9069987214674560L,-1,0
new11397,18023542061362048L,-1,0
new2148,20284624919221120L,7,0
new2174,10159603253865088L,-1,0
new9780,20566091305997184L,7,0
new10768,9069987214215808L,-1,0
new9995,3404416413690496L,4,0
new265,846987768509056L,-1,0
new2607,21418799345519424L,4,0
new4028,9853087530496640L,-1,0
new840,20275555036072576L,9,0
new3906,21981749298907968L,4,0
new6881,21401729812171328L,8,0
new14297,3967092554771264L,8,0
new505,2270245197263744L,-1,0
new3908,21981749298940736L,4,0
new2422,2270245196968832L,9,0
new6924,21401764172139072L,7,0
new1868,2270245196804992L,-1,0
new13618,21418799346010944L,7,0
new14419,21418799345978176L,7,0
new6908,21401764171909696L,8,0
new12856,21401471015012480L,1,0
new671,18026040127687040L,-1,0
new8935,863488796865408L,-1,0
new8936,863488796898176L,-1,0
new281,846987767460480L,-1,0
new506,2270245198312320L,-1,0
new8937,863488796930944L,-1,0
new2417,2270245197853568L,-1,0
new13617,846987767886464L,-1,0
new2814,12693349400095552L,0,0
new4163,9854187006473088L,-1,0
new7058,12693349400587072L,0,0
new12850,12394271770757984L,0,0
new11138,18023310133128064L,-1,0
new4029,9853087527350912L,-1,0
new4162,9854187005424512L,-1,0
new7403,9853087527318144L,-1,0
new14394,18297619770086016L,-1,0
new6448,9889371410960768L,-1,0
new6619,9854187005326208L,-1,0
new376,9853087528071808L,-1,0
new3878,9889371411714432L,-1,0
new14857,9070219142908544L,-1,0
new15426,18297595091604352L,-1,0
new7313,18023310132865920L,-1,0
new459,2278793532467584L,11,0
new3285,847270733222784L,-1,0
new12382,20275829905328512L,7,0
new1277,2560268508916096L,-1,0
new7434,2560268492138624L,11,0
new18,18016961373024896L,-1,0
new8807,21401729812171136L,6,0
new14315,3967092521216640L,9,0
new6998,3397271727661376L,4,0
new2969,18016961373745792L,-1,0
new8813,21401764172138880L,5,0
new5094,2560268492630144L,-1,0
new8818,21401764171909504L,6,0
new14,18016961372140160L,-1,0
new1281,1715869332039808L,-1,0
new3293,847270732174208L,-1,0
new8761,18060375698459008L,-1,0
new617,18016961371976320L,-1,0
new3468,19422988433121600L,-1,0
new3954,9034218728679552L,-1,0
new14062,589737499388000L,-1,0
new2968,18016961372697216L,-1,0
new11051,9033668981516416L,-1,0
new14723,589737499125856L,-1,0
new11054,9033677571451008L,-1,0
new13427,856066556988288L,-1,0
new13611,847270732403584L,-1,0
new14304,589703139649632L,-1,0
new1584,21981480855292000L,8,0
new4218,9854469971186304L,-1,0
new7200,12411874406869888L,0,0
new12411,3942085871035232L,7,0
new3009,12693349400094848L,0,0
new7061,12693349383318400L,0,0
new13273,21401471048304992L,2,0
new4451,21446836892492064L,4,0
new7028,12404453802533184L,0,0
new393,12693349400586368L,0,0
new13723,12974282146146432L,0,0
new13277,21401471048567136L,3,0
new4217,9854469970137728L,-1,0
new10148,1715637404133472L,-1,0
new5112,589969427359872L,-1,0
new6669,9863265794427520L,-1,0
new6820,9854469969842816L,-1,0
new15647,9033986800707680L,-1,0
new13921,10159577476130944L,-1,0
new3279,589419680196736L,-1,0
new6017,2025416214987296L,-1,0
new15395,9033986800445536L,-1,0
new15658,9033952440969312L,-1,0
new10534,1715637403805792L,-1,0
new13919,10159568886196352L,-1,0
new10796,589428270131328L,-1,0
new11343,12974282137430112L,0,0
new14609,18298719272505984L,-1,0
new3670,12692815750719584L,0,0
new3775,12692815750916192L,0,0
new8749,21401489294264704L,7,0
new8750,21401489294231936L,6,0
new4932,21446836892492096L,4,0
new6520,12404453802533152L,0,0
new1120,2552846789140864L,-1,0
new11417,12974282137757792L,0,0
new1213,12394271760272224L,0,0
new11200,9069995804608864L,-1,0
new14608,18298719271457408L,-1,0
new5632,1991012990075520L,-1,0
new14864,1715637412522112L,-1,0
new10996,9033986809096320L,-1,0
new4233,18307515095747200L,-1,0
new11929,18298719271162496L,-1,0
new11022,9069995804150112L,-1,0
new15649,10159611843799392L,-1,0
new141,12411615660042368L,0,0
new8171,11268647830456704L,2,0
new12703,12394272868043072L,0,0
new4409,22237950263968096L,6,0
new6207,12411615660501120L,0,0
new6411,3397271727661344L,4,0
new2504,2271371820818720L,5,0
new12491,12394307227781440L,0,0
new13995,10159886713776256L,-1,0
new9620,589737507776640L,-1,0
new7756,10159886713317504L,-1,0
new10728,9070270707222656L,-1,0
new7418,18023275781777536L,-1,0
new1782,2278793524078720L,10,0
new1429,565795764900736L,-1,0
new3575,12411615660042336L,0,0
new6061,3432456091091264L,6,0
new13529,3967092512795264L,8,0
new14306,3967092512828032L,8,0
new4305,22237950263968128L,6,0
new6614,18298436341346944L,-1,0
new2540,18298436342067840L,-1,0
new6211,12411615660501088L,0,0
new2140,3685617553156992L,6,0
new5663,3678746695983424L,6,0
new15121,3685617536379520L,4,0
new15134,3685617536346752L,3,0
new2160,2278793524308096L,12,0
new8833,21401764180298112L,5,0
new14000,10159886713776224L,-1,0
new1467,565795763852160L,-1,0
new4992,18297336795083648L,-1,0
new4159,18298436340200064L,-1,0
new6473,18297336795116416L,-1,0
new6613,18298436340298368L,-1,0
new9625,589737507776608L,-1,0
new2539,18298436341019264L,-1,0
new4436,1708756866196096L,-1,0
new8374,565795764343680L,-1,0
new8542,574591588928384L,-1,0
new6013,2025416214987392L,-1,0
new10722,9070270707222624L,-1,0
new11202,10159886713317472L,-1,0
new860,19423220361355648L,-1,0
new4360,21446836883841312L,4,0
new5537,12411874432034944L,0,0
new6234,12439638165963072L,0,0
new7916,12974282137430144L,0,0
new9885,11268372961200512L,2,0
new15209,12394547737299264L,0,0
new9369,9010045066220416L,-1,0
new248,12692815750719616L,0,0
new6480,18297336798262144L,-1,0
new430,12692815750916224L,0,0
new5892,11566900828498304L,4,0
new4448,21446836884103456L,3,0
