名称,状态,最优步数,类型
new3007,12966584759446424L,0,24
new6906,12966550399183768L,0,24
new9278,22010032472983928L,2,24
new632,18023557656064896L,-1,0
new5434,12994037100123032L,0,24
new2793,12966550399708056L,0,24
new11537,12685075406219416L,0,24
new730,12402535311174544L,0,16
new4574,18657693988328336L,-1,16
new4809,21973827936628126L,3,30
new3759,21955325596576592L,9,16
new844,12402544967723902L,0,30
new7984,21410284264056988L,1,28
new9723,12967159210781564L,0,28
new4792,21692352976694430L,2,30
new3943,3395337659911006L,2,30
new8406,21974848109619608L,22,24
new4109,21973827936431518L,-1,30
new1192,3395337659911007L,-1,31
new2351,21692352976497822L,-1,30
new9048,12402535303834488L,0,24
new8410,21409743123081628L,2,28
new1980,21410293927422110L,1,30
new1825,18657693989180304L,44,16
new5568,3395602882055068L,3,28
new2267,651258365774736L,-1,16
new7967,22010034628364696L,4,24
new10380,12685684235119484L,0,28
new4838,12685109774543736L,0,24
new11616,3677911056665432L,2,24
new10394,12967159211830140L,0,28
new6462,20839089088279448L,17,24
new3005,12966584751057784L,0,24
new4804,21973827937480094L,-1,30
new4560,20276139151635096L,13,24
new11621,12685109774347128L,0,24
new4807,21692352960769438L,-1,30
new724,20557614128345752L,12,24
new6732,3959386032851800L,2,24
new7240,12966584750730104L,0,24
new8619,1143607639460696L,14,24
new11162,18659821574304664L,95,24
new668,19149174629831552L,-1,0
new28,21728559652178328L,6,24
new6153,20839054728541080L,16,24
new10474,21973749620894104L,2,24
new11531,21692274660960408L,1,24
new1055,20557579768607384L,11,24
new3006,12966816689777560L,0,24
new2574,12402801600195484L,0,28
new2755,3395346249845630L,4,30
new3941,3395337659911038L,3,30
new1438,12402818779540376L,0,24
new7764,18659821594227352L,93,24
new2561,12402801599933340L,0,28
new3666,18375119519716240L,-1,16
new1573,19715351683150488L,66,24
new11617,3677911056665464L,3,24
new3123,18375085159977872L,-1,16
new5289,21409743107614878L,1,30
new6736,3959386032851832L,3,24
new8509,13002833218242904L,0,24
new4649,18375085159191440L,57,16
new8621,1143607639460728L,15,24
new2791,12966550393416568L,0,24
new6058,19715351665324952L,64,24
new11557,12685075416705912L,0,24
new664,18023274725086080L,-1,0
new675,18023274691531136L,-1,0
new2572,12402801600195452L,0,28
new2383,21410019050039454L,1,30
new2760,3395346249845662L,4,30
new460,3395346249845663L,-1,31
new3945,3395337659911070L,3,30
new1204,3395337659911071L,-1,31
new3742,20829425689734032L,-1,16
new1445,12402818779540344L,0,24
new2567,12402801599933308L,0,28
new5570,3395602882055004L,2,28
new3143,21675259351313240L,-1,24
new2816,21956734328023896L,-1,24
new11612,3677911056665496L,3,24
new2718,22010309497620888L,13,24
new6685,3959386032851864L,3,24
new8616,1143607639460760L,15,24
new2800,12966550393416600L,0,24
new11558,12685075416705944L,0,24
new828,12402544967723934L,0,30
new9712,12967159210781596L,0,28
new8316,21974848109619576L,23,24
new9057,12402535303834520L,0,24
new7551,21409743123081596L,2,28
new5569,3395602882055036L,3,28
new2277,651258365774704L,-1,16
new10392,12685684235119516L,0,28
new4843,12685109774543768L,0,24
new10378,12967159211830172L,0,28
new3012,12966584751057816L,0,24
new11622,12685109774347160L,0,24
new7259,12966584750730136L,0,24
new10947,12994037091668888L,0,24
new804,18023557630898816L,-1,0
new11079,12994037091734424L,0,24
new1612,3395345159899807L,-1,31
new9509,21973749620894072L,2,24
new3010,12966816689777528L,0,24
new572,18657693979939728L,-1,16
new6973,12967167792327548L,0,28
new2015,1143607646800720L,19,16
new5916,21409744188909982L,2,30
new2023,3395621110975135L,-1,31
new8412,21974848101231000L,22,24
new1750,3395612521040543L,-1,31
new579,20275555036083072L,11,0
new2109,369551460830032L,-1,16
new2124,12402535312223096L,0,24
new956,12402543901895548L,0,28
new4234,20837989586088848L,39,16
new5043,18657693980791696L,45,16
new2106,12402543901895544L,0,24
new952,12402543901633404L,0,28
new47,12985851085328252L,0,28
new1951,12402535312223088L,0,16
new7977,22010034619976088L,5,24
new2056,19712089661485712L,-1,16
new6974,12967167793376124L,0,28
new8731,3959617961151384L,3,24
new6474,20839089079890840L,18,24
new2006,19712089661223568L,-1,16
new3009,12966584759446392L,0,24
new6885,12966550399183736L,0,24
new7113,3959351681305432L,2,24
new892,20276139143246488L,14,24
new7033,20557614103180184L,19,24
new1877,20837989568000656L,39,16
new9825,22010032472983960L,2,24
new4886,21447634431281560L,6,24
new665,19149174621442944L,-1,0
new285,21728559643789720L,5,24
new2050,20837989568262800L,39,16
new4054,20267850133187224L,15,24
new5044,18657693981840272L,45,16
new2796,12966550399708024L,0,24
new722,12402535311174512L,0,16
new5442,19712089681408912L,35,16
new2009,1143607646800752L,20,16
new2385,12402819795298462L,0,30
new2041,3395336527499128L,2,24
new2259,651026437540720L,-1,16
new9874,12966885398440860L,0,28
new2108,369551460830064L,-1,16
new2838,12685410422254492L,0,28
new9069,12966816679029656L,0,24
new7110,3959351681305464L,3,24
new663,18023274716697472L,-1,0
new3011,12966816679291800L,0,24
new5254,12402819828853630L,0,30
new10543,3395336527498904L,3,24
new5607,3395612521040734L,2,30
new1668,3395612521040735L,33,31
new2643,21674159849122640L,6,16
new8489,12402818754374520L,0,24
new2455,21955634825833296L,5,16
new3157,3395895988358046L,4,30
new3810,21955341676800144L,5,16
new6138,3395886324468636L,3,28
new1794,3395895988358047L,-1,31
new2841,12403935462321020L,0,28
new3393,3395887398423454L,3,30
new1678,3395887398423455L,-1,31
new397,21393784399768408L,12,24
new1157,21675259376479064L,13,24
new1975,21955634824260432L,10,16
new1077,12403085043919772L,0,28
new11549,3677876721372056L,3,24
new1489,12402543886429086L,0,30
new396,21393750040030040L,11,24
new2454,21955634824784720L,4,16
new3158,3395621110975358L,4,30
new1078,12403085042871196L,0,28
new5609,3395612521040766L,3,30
new7105,12402543868340380L,0,28
new4655,12403094706236318L,0,30
new6934,12403085042346908L,0,28
new2998,12402543885118360L,0,24
new4441,12685075439250328L,0,24
new4852,12685109799512984L,0,24
new995,12403634822802328L,0,24
new674,18023557656064640L,-1,0
new7265,12966550366152856L,0,24
new4457,12685075439774616L,0,24
new10671,12685684250848124L,0,28
new4067,21973827936627870L,2,30
new1313,12403076461325180L,0,28
new3938,21955325596576336L,10,16
new11449,21410284264057244L,2,28
new5714,21692352976694686L,3,30
new2341,21973827936431262L,-1,30
new5707,21692352976498078L,-1,30
new7106,21409743123081372L,1,28
new4429,21410293927422366L,2,30
new10929,3395877743184732L,2,28
new10988,12403076461063036L,0,28
new6766,22010034611587480L,5,24
new5541,12402801584466844L,0,28
new981,12403634814610296L,0,24
new9053,3396436096731992L,2,24
new6335,20839089088279192L,17,24
new2317,21973827937479838L,-1,30
new7031,20276139151635352L,13,24
new2314,21692352960769182L,-1,30
new9071,12403634814413688L,0,24
new10284,20557614128346008L,12,24
new8700,21447634406115736L,-1,24
new11158,18659821574304408L,96,24
new4566,21728559635401112L,6,24
new6529,3395345159900030L,3,30
new6624,20839054728540824L,16,24
new7261,21973749620893848L,1,24
new11538,21692274660960664L,2,24
new10559,20557579768607640L,11,24
new5400,21410019050039678L,2,30
new7487,18659821594227608L,94,24
new3405,18656594479649680L,52,16
new10931,3395877743184764L,3,28
new1311,19715351683150744L,67,24
new1314,12403076462373756L,0,28
new9056,3396436096732024L,3,24
new3196,18656560119911312L,53,16
new1494,12402543878040446L,0,30
new5953,21409743107615134L,2,30
new5203,18656560119124880L,61,16
new7268,12402543877778300L,0,28
new1610,3395345159899999L,29,31
new5291,12402543877778302L,0,30
new6530,3395345159899998L,2,30
new6055,19715351665324696L,64,24
new5423,21410019050039710L,2,30
new824,3395346249845407L,-1,31
new1468,3395337659910815L,-1,31
new4014,20829425689733776L,-1,16
new10927,3395877743184796L,3,28
new6586,21393784391379800L,13,24
new1305,12403076462373788L,0,28
new9046,3396436096732056L,3,24
new1221,22010309480843672L,-1,24
new1495,12402543878040478L,0,30
new5626,21409743107615102L,2,30
new7269,12402543877778332L,0,28
new5293,12402543877778334L,0,30
new10676,12685684250848156L,0,28
new1308,12403076461325212L,0,28
new5259,12402544934168734L,0,30
new11126,21410284264057212L,2,28
new4435,21410293927422334L,2,30
new10983,12403076461063068L,0,28
new5544,12402801584466812L,0,28
new999,12403634814610328L,0,24
new9087,12403634814413720L,0,24
new636,18023557630899072L,-1,0
new1609,3395345159900063L,-1,31
new6532,3395345159900062L,3,30
new11545,21692274660960632L,2,24
new580,18656594468311952L,-1,16
new3163,3395621110975390L,4,30
new5257,21409744188909726L,1,30
new236,18375119491601296L,-1,16
new1075,12403085042871164L,0,28
new1904,3395621110975391L,-1,31
new536,19712124557235088L,-1,16
new5619,3395612521040798L,3,30
new1675,3395612521040799L,-1,31
new550,20275555036082816L,11,0
new5081,19712124558087056L,31,16
new4664,12403094706236286L,0,30
new6136,3395886324468572L,2,28
new6929,12403085042346876L,0,28
new4187,20837989586088592L,40,16
new3382,3395887398423390L,2,30
new5059,18656594469163920L,46,16
new2994,12402543885118328L,0,24
new1679,3395887398423391L,-1,31
new5259,18375119492453264L,47,16
new2300,19712089661485968L,-1,16
new4799,19712090198348688L,31,16
new6333,20839089079890584L,18,24
new1991,19712089661223824L,-1,16
new4745,18656560109425552L,46,16
new4620,18375085132714896L,47,16
new741,20276139143246744L,14,24
new4433,12685075439250296L,0,24
new4849,12685109799512952L,0,24
new11553,3677876721371992L,2,24
new985,12403634822802296L,0,24
new7137,20557614103179928L,19,24
new1855,20837989568000912L,38,16
new5082,19712124559135632L,31,16
new2823,18656560108639120L,67,16
new2910,18375085131928464L,66,16
new464,21447634414504344L,-1,24
new2193,20837989568263056L,38,16
new6599,20267850133187480L,15,24
new2809,19712090197562256L,-1,16
new5055,18656594470212496L,46,16
new5260,18375119493501840L,47,16
new4447,12685075439774584L,0,24
new4803,19712090201494416L,31,16
new5435,19712089681408656L,36,16
new5264,12402819828853662L,0,30
new4749,18656560112571280L,55,16
new4621,18375085135860624L,56,16
new8481,12402818754374552L,0,24
new3164,3395895988358014L,4,30
new3105,21955341676800112L,5,16
new6137,3395886324468604L,3,28
new2843,12403935462321052L,0,28
new3385,3395887398423422L,3,30
new1076,12403085043919740L,0,28
new11552,3677876721372024L,3,24
new1499,12402543886429054L,0,30
new5539,21410000854935964L,2,28
new4111,21410018034280856L,4,24
new3266,21410010450996638L,4,30
new5918,21410000854673820L,3,28
new5655,21410019040931230L,3,30
new8123,21992435186191192L,8,24
new4149,21955376052267152L,9,16
new8381,3995634508049304L,-1,24
new6420,565771060964248L,74,24
new642,21430034997496664L,12,24
new9552,21710960210004824L,8,24
new6483,565805420702620L,-1,28
new9504,21973749648157048L,3,24
new6078,21692274671446392L,4,24
new5529,21409744222464382L,3,30
new9743,21974358465522044L,3,28
new8726,12967648854879128L,0,24
new10306,21393833791137916L,13,28
new7894,21409734558574968L,9,24
new4574,21393285101414524L,7,28
new818,12402543868341148L,0,28
new10416,21692883489859964L,5,28
new6067,21692309029284216L,10,24
new10419,21974358466570620L,4,28
new9408,21973784005798264L,3,24
new10305,21393833792186492L,13,28
new6040,21692309029087608L,4,24
new6591,21973784005470584L,11,24
new3273,21410010452045214L,5,30
new2805,12966550366153624L,0,24
new10185,21974015944518040L,4,24
new2223,21410019025202334L,4,30
new6957,21974367047068060L,4,28
new658,12402544934169470L,0,30
new6519,3395346249845086L,2,30
new1949,3395346249845087L,31,31
new8939,12967648846490488L,0,24
new10949,21974366980222364L,3,28
new9006,21409734566963608L,8,24
new7220,21393818750855324L,5,28
new8670,21409743156636060L,3,28
new506,21410293960976543L,-1,31
new7217,21393818751117468L,5,28
new4738,21409743156636056L,3,24
new8669,21409743156373916L,2,28
new5239,651258365774224L,-1,16
new11508,21993050340068764L,2,28
new2703,21409734566963600L,9,16
new2423,21393784391379096L,7,24
new3412,18017253959461532L,-1,28
new6958,21974367048116636L,5,28
new6338,21973749653924248L,23,24
new10182,21973784014186904L,4,24
new7449,21992710063835992L,-1,24
new31,13002833218243448L,0,24
new1726,22001236354863512L,-1,24
new11156,18659821607793560L,103,24
new622,19149174629831040L,-1,0
new7782,18017219599723160L,58,24
new7197,21393818752166044L,5,28
new10458,21973749654448536L,3,24
new2994,21675293728876700L,5,28
new4445,21956768705587356L,4,28
new2676,21409734565915024L,8,16
new3398,21955341686499440L,10,16
new9566,21974084653181308L,5,28
new9149,21692609676994940L,5,28
new8631,21974015933770104L,3,24
new8651,3995634499660664L,-1,24
new1719,21409743141169311L,-1,31
new159,3995634500381560L,5,24
new181,21393525619583088L,7,16
new641,18023274691531648L,-1,0
new691,18023274725085568L,-1,0
new9407,21974015934032248L,2,24
new145,21410019083593887L,-1,31
new9580,21974084653181340L,5,28
new6753,21692609676994972L,5,28
new11182,21974092102839708L,3,28
new9379,21992435194579800L,8,24
new8657,21974015933770136L,3,24
new8006,18378612911453080L,97,24
new8642,3995634499660696L,-1,24
new166,3995634500381592L,5,24
new2229,21710960218393432L,7,24
new177,21393525619583120L,7,16
new10176,21974015934032280L,2,24
new11780,18660087887639448L,96,24
new6959,21974367047068028L,4,28
new653,12402544934169502L,0,30
new8954,12967648846490520L,0,24
new9011,21409734566963576L,9,24
new7717,21409743156636028L,3,28
new3559,21409743156636024L,3,24
new7716,21409743156373884L,2,28
new11151,21993050340068732L,2,28
new2711,21409734566963568L,9,16
new6960,21974367048116604L,5,28
new6307,21973749653924216L,24,24
new9409,21973784014186872L,4,24
new50,13002833218243480L,0,24
new9505,21973749654448504L,3,24
new2688,21409734565914992L,8,16
new4084,21955341686499472L,9,16
new2357,21744494233577616L,6,16
new5827,21409744222464414L,3,30
new9739,21974358465522076L,3,28
new705,21409744222464415L,-1,31
new3637,651026437540176L,46,16
new8711,12967648854879096L,0,24
new12116,21393833791137948L,12,28
new7880,21409734558575000L,8,24
new4577,21393285101414556L,7,28
new7196,21393818759243932L,5,28
new2412,21674159849121936L,6,16
new826,12402543868341116L,0,28
new2993,21675293735954588L,6,28
new2171,21410285312126110L,3,30
new1959,21955634825832592L,7,16
new7082,21393818759506076L,5,28
new2952,21675293736216732L,5,28
new2444,21410293902060702L,2,30
new2639,21393784399767704L,7,24
new10420,21692883489859996L,5,28
new1007,21744494232529040L,5,16
new3119,21675259376478360L,7,24
new700,21955634824259728L,5,16
new880,21692309029284248L,9,24
new10418,21974358466570652L,4,28
new11353,18659855959339928L,104,24
new10177,21973784005798296L,3,24
new12114,21393833792186524L,12,28
new649,21692309029087640L,4,24
new9306,21992710072224600L,-1,24
new2031,22001236346409368L,3,24
new2638,21393750040029336L,8,24
new6630,21973784005470616L,10,24
new452,21744494232004752L,8,16
new2024,22001236346474904L,-1,24
new725,21955634824784016L,8,16
new752,19149174621442432L,-1,0
new8588,20267850133186712L,9,24
new2807,12966550366153592L,0,24
new9410,21974015944518008L,4,24
new5537,21410000854935932L,2,28
new3318,21410018034280824L,4,24
new9206,21410000854673788L,3,28
new3460,21955376052267120L,10,16
new8391,3995634508049272L,-1,24
new6438,565771060964216L,74,24
new761,21409743132780703L,-1,31
new6054,19715351690687384L,61,24
new5636,21410285329952158L,6,30
new95,21409743132518559L,-1,31
new10455,21973749648157080L,3,24
new968,21692274671446424L,4,24
new796,18023274716696960L,-1,0
new2578,21410293903109278L,3,30
new4052,21673901093382288L,6,16
new2881,21462759427893392L,7,16
new3446,3395621110974814L,2,30
new5150,12402819795299198L,0,30
new3795,21955376070092944L,5,16
new1756,3395621110974815L,34,31
new4336,21744234404079760L,7,16
new4654,21410010450996382L,3,30
new3814,21955341710354576L,4,16
new2516,21955341710616720L,3,16
new2205,21410019040930974L,2,30
new4048,21673901092333712L,7,16
new2895,21462759426844816L,6,16
new4912,21744219371399312L,6,16
new11233,21410275717114236L,3,28
new4036,21744219371137168L,7,16
new5215,565771060963992L,73,24
new1393,12402543852874654L,0,30
new5543,21409743132780926L,2,30
new4342,21744234403031184L,6,16
new8779,21430034980719448L,14,24
new7051,21409743132518780L,-1,28
new11495,565805420702364L,-1,28
new5486,21409743132518782L,3,30
new10870,21692883505588604L,3,28
new11232,21410275716065660L,2,28
new3838,21956235037534332L,-1,28
new994,12403085009316764L,0,28
new3268,21674760061347964L,-1,28
new4440,12403094672681886L,0,30
new10788,21410275715803516L,3,28
new8108,12985851085327516L,0,28
new5817,21410000839207324L,4,28
new7151,21410834069350776L,13,24
new6914,21410834069154168L,6,24
new4660,21410010452044958L,4,30
new4440,12685075406220184L,0,24
new5294,21410019025202590L,5,30
new11385,21410284297611676L,3,28
new8522,21974366980222108L,2,28
new3626,21675293710788764L,5,28
new2036,21956768687499420L,6,28
new4631,21410293960976798L,3,30
new7258,21410284297087388L,9,28
new1331,21410293960976799L,-1,31
new2681,21409743139858840L,-1,24
new3619,21675293711050908L,5,28
new2027,21956768687761564L,6,28
new8112,21993050340068508L,1,28
new3473,18017253959461788L,-1,28
new9988,21675259351312536L,16,24
new9585,21956734328023192L,17,24
new514,21692274693990808L,9,24
new6117,21992710047058776L,8,24
new11601,21692309054253464L,4,24
new8979,21410834077542808L,5,24
new11161,18659821607793304L,104,24
new7459,18017219599723416L,59,24
new11521,21692274694515096L,3,24
new5474,21410019083594110L,3,30
new9032,21410018009115000L,-1,24
new5445,21411134717061500L,5,28
new11386,21410284298660252L,4,28
new3630,21956475555702896L,10,16
new771,21409743141169567L,-1,31
new5865,21409743141169566L,3,30
new3154,21675000579516528L,7,16
new676,18023274691531392L,-1,0
new4003,21744219364059280L,7,16
new5633,21955325596575888L,8,16
new5507,21410019083594142L,3,30
new1570,21410019083594143L,-1,31
new5632,20829425689733264L,9,16
new9158,21410018009115032L,-1,24
new5447,21411134717061532L,5,28
new8022,21974092102839452L,2,28
new4911,21744219363010704L,7,16
new976,21992435177802584L,7,24
new11059,21410284298660220L,4,28
new8077,18378612911452824L,97,24
new4605,21744219362748560L,8,16
new4272,21956475555702928L,9,16
new5550,21409743141169534L,3,30
new8783,21430034972330840L,13,24
new9549,21710960201616216L,8,24
new3865,21675000579516560L,7,16
new11781,18660087887639192L,96,24
new11058,21410284297611644L,3,28
new4645,21410293960976766L,3,30
new7170,21410284297087356L,10,28
new2649,21409743139858808L,-1,24
new6026,21692274693990776L,10,24
new11606,21692309054253432L,4,24
new8984,21410834077542776L,5,24
new7463,18017219599723384L,59,24
new11528,21692274694515064L,3,24
new10910,21692883505588636L,3,28
new11588,21410275716065692L,2,28
new5763,21956235037534364L,-1,28
new991,12403085009316732L,0,28
new1709,21409744222464159L,-1,31
new523,19712124557234576L,36,16
new4659,19712124558086544L,-1,16
new5697,21674760061347996L,-1,28
new4663,21410285312126366L,4,30
new3624,21956768695888028L,6,28
new3154,3395895988357470L,2,30
new4444,12403094672681854L,0,30
new1801,3395895988357471L,32,31
new10790,21410275715803548L,3,28
new3613,21956768696150172L,5,28
new4991,21410293902060958L,3,30
new1008,21744494249306256L,5,16
new2410,21674159864326288L,5,16
new5285,19712090198348176L,-1,16
new9185,21410000839207292L,4,28
new7,21956734336411800L,18,24
new7144,21410834069350808L,12,24
new11359,18659855959339672L,104,24
new6897,21410834069154200L,6,24
new2381,21744494248781968L,5,16
new2633,21674159864850576L,6,16
new4660,19712124559135120L,-1,16
new2799,19712090197561744L,36,16
new4432,12685075406220152L,0,24
new3367,21673901093382256L,6,16
new2882,21462759427893360L,7,16
new5284,19712090201493904L,-1,16
new5158,12402819795299230L,0,30
new3100,21955376070092912L,5,16
new3684,21744234404079728L,7,16
new3106,21955341710354544L,4,16
new2524,21955341710616688L,3,16
new3346,21673901092333680L,7,16
new2908,21462759426844784L,6,16
new11589,21410275717114268L,3,28
new762,21409743132780959L,-1,31
new1395,12402543852874622L,0,30
new5861,21409743132780958L,2,30
new3686,21744234403031152L,6,16
new6057,19715351690687128L,61,24
new6946,21409743132518812L,-1,28
new2224,21410285329951902L,5,30
new1557,21409743132518815L,-1,31
new5496,21409743132518814L,3,30
new5459,21410293903109534L,4,30
new1057,3960002830750620L,4,28
new5758,2906018385375896L,-1,24
new11756,19707200012702620L,42,28
new3748,21974086708400542L,4,30
new5956,3950633971412894L,7,30
new1843,3960002831012764L,4,28
new10737,3959968470750108L,2,28
new6328,3950633972199326L,9,30
new6393,1145815159321502L,56,30
new5530,3950614644617116L,4,28
new2684,21965290615900574L,-1,30
new2743,3941837878912926L,-1,30
new3815,21965565493807454L,47,30
new10730,3960002830488476L,3,28
new714,3941837878912927L,-1,31
new1432,3660362918979231L,-1,31
new2984,3950614644879260L,5,28
new4016,21683815655966878L,-1,30
new1259,3378887942268575L,-1,31
new5757,2906018384327320L,-1,24
new1360,3943501819106204L,4,28
new1585,3448362251347792L,2,16
new2028,3943501819368348L,4,28
new2018,22001503750139288L,-1,24
new4518,21975151155397784L,-1,24
new2191,3395895403860894L,6,30
new9016,3669689417166748L,9,28
new2572,3395886813926302L,5,30
new2031,3943501820416924L,5,28
new4584,3951164393877404L,8,28
new1019,9097482714534814L,78,30
new10033,19705825647023004L,41,28
new1587,3448362251347824L,3,16
new10028,19705825647285148L,41,28
new6047,12994037100146584L,0,24
new1818,18657693988351888L,38,16
new27,20847911923650974L,5,30
new4961,3395611942048670L,3,30
new3503,22010127154962588L,-1,28
new4312,3996278401294428L,-1,28
new2805,3950889521999772L,4,28
new5010,3395620532245406L,4,30
new3758,21973811830493598L,4,30
new2584,3395611942310814L,3,30
new8105,19707201115656604L,19,28
new2461,3395620531983262L,4,30
new2162,18657728348090256L,38,16
new4360,3951184164194654L,43,30
new10290,19214618816418460L,65,28
new4891,21711575195608476L,-1,28
new9602,19425726139470236L,40,28
new1834,19219578806661008L,-1,16
new9267,3950889522786204L,6,28
new6108,21974841918014616L,4,24
new11087,22028732952809880L,-1,24
new8271,21410311375733916L,4,28
new2472,20831450674123676L,-1,28
new2473,20831450673861532L,-1,28
new1965,22028732953530776L,-1,24
new8713,19707200010343324L,-1,28
new11773,18651668847858588L,61,28
new11757,19707200010605468L,-1,28
new11047,19707200010539932L,27,28
new6666,18370193871672220L,60,28
new7477,18088718911738524L,62,28
new2173,20847951687865244L,-1,28
new2746,3941837870524286L,-1,30
new1221,20847951687603100L,-1,28
new4530,3660362893813630L,-1,30
new11779,19705550769116060L,40,28
new5014,3395611943097246L,4,30
new11778,19705550769378204L,40,28
new3687,3395611943359390L,4,30
new3122,18375085159214992L,-1,16
new3146,18375076569542544L,61,16
new8470,21482550611149944L,-1,24
new3119,3738891028623248L,8,16
new3508,22010127154962524L,46,28
new3708,3951164399906716L,5,28
new716,2834080349852062L,7,30
new2797,3950633963024286L,8,30
new4582,3951164400168860L,6,28
new4995,3669158986313630L,9,30
new6335,3950633963810718L,8,30
new2174,20847951681573788L,10,28
new347,4020366004809616L,8,16
new1269,3669158987100062L,7,30
new2749,3941837870524318L,-1,30
new708,3941837870524319L,-1,31
new719,3660362893813663L,-1,31
new4531,3660362893813662L,-1,30
new836,3378887933879967L,-1,31
new3118,3738891027574672L,7,16
new5906,21693366958081368L,6,24
new2057,3943501827494812L,4,28
new2314,21975116787270808L,-1,24
new4156,3943501827756956L,4,28
new6336,3950633964859294L,9,30
new1719,22001503741685144L,5,24
new1291,3387684011437982L,9,30
new1485,4020366003761040L,7,16
new1724,22001503741750680L,-1,24
new1270,3669158988148638L,8,30
new8690,21482550611149976L,-1,24
new11409,21693676170298520L,-1,24
new2331,21975151147009176L,-1,24
new1062,3960002841236380L,6,28
new1847,3960002841498524L,6,28
new4893,21711575195608444L,-1,28
new2509,3395886821004190L,5,30
new5484,3395886821266334L,5,30
new5471,12994037091692440L,0,24
new6049,12994037091757976L,0,24
new631,18657693979963280L,39,16
new4177,22001339375052956L,-1,28
new4296,22001339375315100L,-1,28
new12010,22001339392092572L,-1,28
new1835,19705571141784222L,56,30
new4053,21974361586307486L,3,30
new11815,18651668887441820L,61,28
new901,18657728339701648L,39,16
new1222,20847951677313948L,37,28
new2176,20847951677379484L,-1,28
new3858,21965565493807518L,-1,30
new2244,3959693593367452L,2,28
new1833,19219578798272400L,-1,16
new5123,20847951677117340L,-1,28
new3743,21684090533873822L,-1,30
new1576,3448362251347856L,3,16
new187,20831450665735068L,-1,28
new192,20831450665472924L,-1,28
new11046,19707200018731932L,-1,28
new2539,3395620525953950L,5,30
new11755,19707200018994076L,-1,28
new5084,3395611936019358L,4,30
new2998,3669414539784092L,5,28
new2750,3941837878912894L,-1,30
new9268,3950889516494748L,6,28
new10817,19705550760727452L,41,28
new10995,21693366924527416L,5,24
new10815,19705550760989596L,41,28
new5412,2906018385376152L,-1,24
new5261,19706100501074844L,42,28
new573,3387684034768798L,8,30
new554,3669159011479454L,7,30
new2123,21692611748467102L,4,30
new2321,3669139684683676L,4,28
new1051,1145815159321246L,57,30
new1274,3387684035555230L,7,30
new1261,3669159012265886L,8,30
new3125,3669139684945820L,5,28
new4339,21965290615900318L,-1,30
new661,3941837878912671L,-1,31
new2748,3378887942268830L,-1,30
new1393,3660362918979487L,-1,31
new197,3660362918979486L,-1,30
new318,21683815655967134L,-1,30
new3071,21684090533874014L,43,30
new1209,3378887942268831L,-1,31
new3120,3738891002408848L,5,16
new1384,3738891002343312L,4,16
new1478,4020365979053968L,5,16
new5451,2906018384327576L,-1,24
new2866,3669139685732252L,5,28
new3185,4020365978595216L,10,16
new2529,3950614662442908L,6,28
new9904,21412201218753688L,7,24
new3126,3669139685994396L,6,28
new6535,21693676195464344L,7,24
new2987,3950614662705052L,7,28
new1838,3960002849887132L,6,28
new1123,21430117390378364L,-1,28
new9209,21711575186957692L,-1,28
new9182,21711575187219836L,-1,28
new8087,21410036531382076L,5,28
new1520,21975116753717048L,6,24
new882,21430117381465500L,-1,28
new1861,3669414562066332L,4,28
new5012,22010127154962844L,-1,28
new11189,22028732970635672L,-1,24
new6248,20566436963717534L,5,30
new624,18104681951974302L,76,30
new2692,21692336870560158L,4,30
new2640,21430117381989788L,-1,28
new5689,3669709204261214L,43,30
new10076,19214618816418716L,64,28
new2443,19144251179536796L,19,28
new3001,3669414562852764L,6,28
new2566,3669414563114908L,5,28
new5542,21693366958081176L,4,24
new11190,22028732969587096L,-1,24
new8446,3950889539825564L,6,28
new8077,21410036531382108L,6,28
new10467,21410311375734172L,5,28
new1786,21975116787271000L,-1,24
new3002,3669414563901340L,7,28
new9269,3950889540611996L,8,28
new11770,18651668847858332L,61,28
new6857,18370193871671964L,61,28
new5275,18018351274856860L,33,28
new7296,18088718911738780L,62,28
new5909,3378887933880190L,-1,30
new1259,4011578484352880L,7,16
new2384,19706100499764124L,43,28
new5527,21409778833344318L,2,30
new2548,3395620516516766L,6,30
new5262,19706100500026268L,43,28
new1892,3395620516254622L,6,30
new3193,18656560119148432L,54,16
new4763,21395947916169624L,9,24
new2583,18656551529475984L,55,16
new1765,3669689439973276L,5,28
new1869,3395886803178398L,3,30
new903,18656860756307856L,41,16
new2208,3395895393375134L,4,30
new1762,3669689440235420L,6,28
new2672,19705550745260956L,41,28
new2573,3395886803440542L,3,30
new4267,3387684026380190L,9,30
new179,2552605389918622L,7,30
new1753,3395895393112990L,4,30
new11938,20831450652103580L,42,28
new1277,3387684027166622L,7,30
new673,3941837870524063L,-1,31
new5911,3378887933880222L,-1,30
new666,3660362893813407L,-1,31
new491,3378887933880223L,-1,31
new1260,4011578484352912L,7,16
new2486,3669689441021852L,6,28
new7509,21974841918014808L,6,24
new10445,3951164417732508L,7,28
new2483,3669689441283996L,7,28
new10444,3951164417994652L,8,28
new5835,22001503724907928L,8,24
new5836,22001503724973464L,14,24
new9960,21412201210365080L,7,24
new5837,22001503724645784L,9,24
new959,21430117381465468L,-1,28
new1122,21430117381989756L,-1,28
new3127,3669139678654364L,5,28
new2988,3950614655365020L,6,28
new4103,19705825621857180L,43,28
new2210,3395895394423710L,5,30
new712,19705825622119324L,43,28
new1754,3395895394161566L,5,30
new636,18656594468335504L,40,16
