名称,状态,最优步数,类型
new15343,12676296526351224L,0,24
new71852,20284934162502552L,12,24
new89845,21402829323275096L,6,24
new10190,21393750006469016L,9,24
new22759,3415926884553624L,5,24
new3891,19540529323011224L,105,24
new12996,21465774687020440L,-1,24
new70236,19157970698154904L,-1,24
new4103,20267851206939544L,14,24
new4226,20267850133181336L,12,24
new14231,20267850099626392L,10,24
new15255,12676330886089592L,0,24
new97850,18414629435305880L,89,24
new99940,20596077684404120L,54,24
new71369,20429478283183416L,104,24
new108128,20429752104174712L,102,24
new11621,18414629418790040L,89,24
new14695,2257051065558584L,58,24
new97737,18379445063471000L,91,24
new100008,18414629435568024L,89,24
new93849,19540529341886360L,89,24
new104073,18379464390332312L,78,24
new40057,11589678374154136L,31,24
new71382,20429478283707704L,-1,24
new95631,18414629435043736L,88,24
new79060,2834550230234008L,-1,24
new32106,10717001151828888L,-1,24
new19064,9661434555683736L,79,24
new32269,10716966792090520L,-1,24
new81711,18177206559975000L,-1,24
new44861,11281542101903160L,-1,24
new72417,21684294619842968L,4,24
new76901,20269225587299224L,15,24
new76904,20269225587561368L,15,24
new14061,1710351641367448L,-1,24
new81587,18177172200236632L,-1,24
new93734,21683495758023032L,5,24
new95,20268124968882840L,10,24
new654,3468978287028120L,-1,24
new64202,20269225587823512L,14,24
new3439,9661434554635160L,79,24
new79557,74279161705112L,103,24
new430,3468978287290264L,-1,24
new21262,3470351628265048L,-1,24
new35047,11421729826809656L,94,24
new67504,20288226522875224L,60,24
new6757,1780684952064920L,-1,24
new79028,2834550232331160L,10,24
new86741,2833450687148696L,7,24
new63507,565760324948888L,-1,24
new103654,19724415154934680L,63,24
new81712,18177206559975032L,-1,24
new10984,3400259933873976L,58,24
new28353,9089690670779032L,63,24
new41435,373310071067544L,76,24
new42475,584451736621976L,37,24
new47354,400797844991896L,78,24
new86739,2833450686100120L,7,24
new14887,2274360027031352L,57,24
new26169,2414821538588280L,104,24
new102803,9097363092976536L,-1,24
new46142,10717001148683160L,24,24
new81589,18177172200236664L,-1,24
new1698,2414547751937848L,103,24
new27377,3470902465930872L,60,24
new85787,20429203405538872L,99,24
new89680,20429753169741368L,101,24
new95170,19724415153886104L,63,24
new36003,654785047319448L,79,24
new5214,3470077840860984L,54,24
new20465,3470351628265080L,-1,24
new64427,20429203422578488L,-1,24
new85807,20429203405801016L,98,24
new32453,9362369285272216L,63,24
new46257,10716966788944792L,23,24
new65807,21683530115664248L,5,24
new108636,9644643120722584L,81,24
new11307,3669896613686168L,5,24
new17064,19423976032687000L,-1,24
new69890,90988463305624L,-1,24
new82278,1130043326116504L,62,24
new643,20847849713587096L,10,24
new75650,19724183223554968L,56,24
new11978,1429108593349528L,-1,24
new95444,19423976032424856L,-1,24
new15094,2415103941060184L,102,24
