名称,状态,最优步数,类型
new11701,20688986624594832L,57,16
new15388,3379127378536336L,3,16
new33880,4099033917039952L,-1,16
new62782,20688986624332688L,57,16
new45405,10136204011955344L,37,16
new54791,11277453326591632L,2,16
new55961,12402529673733712L,0,16
new64503,449187930779248L,57,16
new1646,1856563334106992L,44,16
new16290,1856563333844848L,43,16
new39407,449187930254960L,63,16
new47000,12386334686332816L,0,16
new50626,12456120379819920L,0,16
new14354,449789234064528L,65,16
new1983,1856622389628048L,62,16
new30113,1708756874880656L,34,16
new1955,1856622389890192L,62,16
new39995,9455888963021968L,60,16
new54298,97379643075984L,47,16
new59511,159794108064848L,67,16
new1982,1856588030151824L,63,16
new24396,3396171158562128L,9,16
new40169,9455854603283600L,60,16
new6747,21499079196938640L,7,16
new14283,22043843780412560L,3,16
new15228,22026252416501136L,5,16
new29417,4029456553387088L,23,16
new1954,1856588029889680L,63,16
new6738,21499079197200784L,6,16
new17857,20425355114579600L,57,16
new23354,9385486948871568L,62,16
new38993,449187896700816L,62,16
new6567,20987789714392208L,-1,16
new18037,20988305101554832L,30,16
new35853,2401910598463120L,21,16
new48641,9456988488805520L,64,16
new50400,9105678392143248L,54,16
new4338,448689708280976L,61,16
new44866,159794108064880L,67,16
new20588,10863237537467536L,-1,16
new57600,12403353233433936L,0,16
new59896,11276629766890896L,3,16
new57994,12967402681705808L,0,16
new62328,13036638628258896L,0,16
new31124,18157707173570128L,60,16
new12956,19150275214371984L,-1,16
new30077,1145806929848144L,22,16
new2389,18104674267735696L,-1,16
new10495,2410974321845904L,-1,16
new34046,21551289390073424L,33,16
new63538,22026252408112208L,4,16
new36583,22051849608105104L,8,16
new15233,2903556638155920L,-1,16
new38513,10136204003567504L,34,16
new6846,21956483877193072L,7,16
new54063,12404452736672912L,0,16
new59967,13036122158458000L,0,16
new5111,2920595774133136L,-1,16
new45864,13036636472616080L,0,16
new5106,2920595773870992L,-1,16
new47775,11418156396717712L,60,16
new14341,449789225675920L,66,16
new38987,448689680494480L,62,16
new56990,1785731287133584L,46,16
new30118,1708756866492048L,33,16
new54303,96881426869648L,46,16
new54201,659831380290960L,45,16
new54569,1856622398278800L,62,16
new54304,659797020552592L,46,16
new14342,449789226724496L,66,16
new39008,448689681543056L,62,16
new54583,1856588038540432L,63,16
new298,21499079188287888L,7,16
new4955,21497945334223248L,3,16
new6871,21956483877193104L,6,16
new24876,20987789705479312L,37,16
new34432,3448645677229712L,6,16
new350,21499079188550032L,7,16
new10140,4029456544998480L,23,16
new48409,13036636472616048L,0,16
new346,21499079188812176L,6,16
new4951,21497979693961616L,4,16
new3622,2401910623629200L,-1,16
new24897,20987789706003600L,-1,16
new40935,9455888952011920L,58,16
new41969,9666996257991824L,57,16
new40943,9455888952536208L,52,16
new50392,9105180175936912L,55,16
new39035,10863237529078928L,-1,16
new41085,9455854592797840L,51,16
new56822,9455888953060496L,59,16
new4353,449187924487312L,62,16
new37687,12967402673317200L,0,16
new41077,9455854592273552L,57,16
new56836,9455888953584784L,53,16
new39045,10863237528816784L,-1,16
new44367,9385486921608336L,61,16
new43987,9385493900938384L,81,16
new46357,13036638619870288L,0,16
new24268,18656593394592912L,-1,16
new28275,19712125630999696L,-1,16
new12732,19150275205983376L,-1,16
new17741,1145806938236752L,23,16
new25204,18104674259347088L,-1,16
new12352,21551289381160528L,39,16
new23682,22051849599454352L,8,16
new176,2920596871319952L,12,16
new8945,3395347598861648L,4,16
new20289,2270271251719568L,-1,16
new12727,21551289381684816L,34,16
new12875,21551255021422160L,38,16
new14133,22043843780412496L,2,16
new23698,22051849599716496L,8,16
new34959,2903556646544528L,-1,16
new43124,10136204011956112L,33,16
new29733,1850275519022896L,44,16
new33755,724375612180272L,45,16
new54689,11277453326591376L,2,16
new65361,12402529673733456L,0,16
new54058,12404452745061520L,0,16
new46597,13036122150069392L,0,16
new8801,2920595765744528L,-1,16
new14099,22043843780412528L,3,16
new8788,2920595765482384L,-1,16
new33986,18094460558683536L,61,16
new8209,1785731278744976L,47,16
new60351,97980946886032L,48,16
new10600,1145806938236560L,20,16
new60363,98479154703760L,48,16
new25197,18104674259347280L,-1,16
new54452,1152934964923536L,24,16
new21294,3396171158561872L,8,16
new3739,449187930778768L,-1,16
new6919,21497979685310864L,6,16
new33170,4029456553387344L,23,16
new4361,449187930254480L,67,16
new6915,21497979685573008L,5,16
new17868,20425355114579856L,56,16
new24717,9385486948871312L,63,16
new36098,2401910598463376L,22,16
new41862,9104578880515472L,53,16
new61654,9105180201102736L,-1,16
new57594,12404452745061712L,0,16
new34778,4099033908127536L,-1,16
new45113,20372044313416592L,-1,16
new13807,20372044313154448L,-1,16
new34367,4099033908651824L,36,16
new64409,13036638628259152L,0,16
new12169,19713225151016080L,-1,16
new30245,1708756866492240L,23,16
new58558,159519230158160L,61,16
new10501,2410974321846160L,-1,16
new15158,2903556638156176L,-1,16
new35203,18156607661941872L,49,16
new60668,10699153940211600L,37,16
new43702,159519230158192L,61,16
new29722,1850275510634288L,44,16
new30398,1850275510372144L,44,16
new34727,3448645677229936L,7,16
new37749,12967402673317008L,0,16
new60219,13036122175235216L,0,16
new47780,11418156396717968L,59,16
new60762,21393533941073264L,7,16
new4325,448689714048144L,67,16
new8215,1785731270356368L,47,16
new31128,18157707173570448L,64,16
new60372,97980938497424L,47,16
new20172,19712391918972304L,-1,16
new30311,1145806929847952L,21,16
new3726,448689714572432L,-1,16
new60360,98479163092368L,49,16
new2373,18104674267735888L,-1,16
new4037,659797020552336L,45,16
new2479,3395622476506192L,4,16
new4327,448689715096720L,67,16
new34729,3448645677229968L,7,16
new3760,448689715621008L,-1,16
new10132,2920595751064464L,9,16
new34539,22026252408112528L,6,16
new9950,4029456544998736L,23,16
new18021,4029437217875280L,1,16
new5035,21499079205589392L,5,16
new5970,2401910623628944L,-1,16
new11534,21393533941073296L,7,16
new40352,9455888918458256L,66,16
new49480,9456988463639696L,59,16
new61657,9105678417309072L,-1,16
new41852,9666996257992080L,56,16
new41851,9104080664309136L,54,16
new42127,9667030617730448L,55,16
new56353,9455888919506832L,66,16
new63038,9456988464688272L,60,16
new57601,12404452736673104L,0,16
new62413,12402804551378000L,0,16
new39805,9455854558719888L,66,16
new45112,20372044305027984L,-1,16
new51862,13036636472616272L,0,16
new44136,9385486921608592L,60,16
new17629,20988305101554992L,34,16
new34365,4099033917040432L,36,16
new46502,13036638619870544L,0,16
new49256,20372044304765840L,-1,16
new24191,18656593394593168L,-1,16
new28271,19713225142627472L,-1,16
new30243,1708756874880848L,24,16
new17019,21498211613806992L,6,16
new26738,2270271251719312L,-1,16
new12882,21551255021422416L,37,16
new64689,22026252416500816L,3,16
new3281,18375100701461904L,54,16
new9984,20372044307125136L,9,16
new17623,20988305101555024L,33,16
new28962,2903556646544784L,-1,16
new26018,1850275501721392L,42,16
new51137,10699153948600208L,37,16
new29723,1850275502245680L,43,16
new30403,1850275501983536L,43,16
new56916,11277453326591120L,1,16
new54062,12403353233433744L,0,16
new53919,12967402681705616L,0,16
new38994,449187896700528L,63,16
new40550,11276652587144080L,-1,16
new44875,9456147723545200L,47,16
new36070,3685616505416336L,4,16
new21793,18648064940356240L,49,16
new36089,3404142602660496L,5,16
new53362,448948471425648L,48,16
new53363,9456147724069488L,50,16
new53834,715329068861840L,59,16
new64542,20548507984286608L,9,16
new34274,20336859520586640L,-1,16
new2790,19422085173318544L,-1,16
new2791,19422086247076752L,-1,16
new11951,21418524476230480L,3,16
new59525,9456147724593776L,48,16
new30005,20970178184253840L,19,16
new8310,19422085173056400L,-1,16
new56887,19422086246814608L,-1,16
new4818,3738915094482576L,3,16
new53901,574591581587856L,24,16
new65873,9456147725118064L,50,16
new7241,20829460039766672L,-1,16
new11376,20830560625152912L,36,16
new31158,21418524476492624L,2,16
new7348,20829460040028816L,-1,16
new10363,20830560625415056L,36,16
new34294,20336859519538064L,-1,16
new30698,3685891374672496L,4,16
new60366,12411874391140496L,0,16
new63012,19422085696303760L,32,16
new19961,9456147726166640L,49,16
new53947,18366521247642256L,60,16
new57553,11285425844447888L,5,16
new55914,10414671169950608L,-1,16
new56156,12958356668713872L,0,16
new64758,10696146130080400L,-1,16
new5872,9359140007302032L,62,16
new12149,1856872580139632L,41,16
new56041,12395406715292560L,0,16
new12477,3685891373623920L,5,16
new37948,12958356666878864L,0,16
new40519,11276652583998352L,-1,16
new60115,18366519652766608L,71,16
new36210,21542208503073136L,39,16
new55928,10414671170999184L,-1,16
new19577,18366519653028752L,72,16
new40055,12958356667665296L,0,16
new5854,9359140008350608L,63,16
new222,10415436742906768L,-1,16
new25685,19703328741307024L,32,16
new41657,9666987668056688L,-1,16
new56211,10415435669148560L,-1,16
new5066,9359904506499984L,77,16
new16693,20283834659918736L,-1,16
new509,10415402383168400L,-1,16
new41951,9667022027795056L,-1,16
new56447,10415401309410192L,-1,16
new20883,10415427062174352L,-1,16
new5281,9359870146761616L,76,16
new11494,1153185146784656L,14,16
new10784,651258365784976L,75,16
new10296,9359906099016336L,79,16
new53008,9455838486424176L,49,16
new3311,10415427060601488L,-1,16
new3930,9359871739015824L,79,16
new11504,21418799353875280L,6,16
new16665,20283834658870160L,-1,16
new36061,3404142609738576L,2,16
new644,9359871739277968L,78,16
new27893,3949508682099280L,3,16
new38570,3404142610000720L,3,16
new914,10415427061125776L,-1,16
new13883,9359906098754192L,80,16
new18976,2402176936766352L,-1,16
new27825,3949508682361424L,4,16
new30616,21418799354399568L,3,16
new40083,9455838486162032L,48,16
new5413,19421853765972624L,27,16
new54253,10698045570995088L,28,16
new55853,10416570594087824L,33,16
new63048,9641965214544528L,54,16
new53470,10416536234611600L,33,16
new37788,12464916481493904L,0,16
new19507,3685616495979120L,-1,16
new56109,10416536234349456L,33,16
new55105,12464916480969616L,0,16
new4442,3685607906306672L,3,16
new10751,21955325563015568L,43,16
new1597,20829425689727888L,42,16
new15746,20829425656172944L,42,16
new20448,20829426763486096L,38,16
new43338,168314249423504L,59,16
new30499,88607449469840L,51,16
new34991,20336868102132624L,-1,16
new61003,3949508700187536L,5,16
new11288,20829460049466256L,43,16
new28552,20829461123224464L,37,16
new611,2411009788895824L,39,16
new5419,19423185733538704L,-1,16
new2224,18016961331245712L,22,16
new8171,19423185733276560L,-1,16
new19546,3685616495979152L,-1,16
new28416,20970186765537680L,24,16
new15791,20970163143446928L,21,16
new1031,19844263236604304L,22,16
new11381,20830560616764304L,35,16
new15401,1285109882053200L,40,16
new34173,20336868101084048L,-1,16
new4390,3685607906306704L,3,16
new10375,20830560617026448L,35,16
new8361,19422085168075664L,40,16
new41653,9666987668056720L,-1,16
new56937,19422086241833872L,33,16
new7031,1856872571488880L,39,16
new41948,9667022027795088L,-1,16
new61522,9078214786601872L,44,16
new60102,18366519645688720L,70,16
new12160,1856872571751024L,40,16
new56364,12958356675267472L,0,16
new39606,18366521237942928L,61,16
new7039,12464641612237712L,0,16
new36910,18366521238205072L,60,16
new16673,1849141630354288L,54,16
new56046,12464641611451280L,0,16
new7322,12958356676053904L,0,16
new18985,2402176936766320L,-1,16
new28656,9359906108453520L,80,16
new30740,3685891374672528L,4,16
new17046,1849175990092560L,43,16
new21970,18085389864841872L,60,16
new32949,10415436197376656L,-1,16
new45245,370333144429456L,54,16
new20537,9359871748715152L,79,16
new13691,21964714109602384L,6,16
new22154,88858168177552L,52,16
new24512,10415401837638288L,-1,16
new20714,2815629003895440L,11,16
new40660,11277417091322768L,-1,16
new12516,3685891373623952L,5,16
new1901,2815629002584720L,9,16
new21739,370298785215376L,58,16
new30378,21964714108029520L,7,16
new45213,370333145478032L,54,16
new5294,9359870153839504L,77,16
new59076,10415401316750224L,-1,16
new59077,10415402390508432L,-1,16
new16668,1849141630354192L,44,16
new33645,565512792486800L,21,16
new490,10415402390246288L,-1,16
new31654,21964714108553808L,5,16
new40361,449188989332080L,52,16
new45069,370298784691088L,54,16
new55937,9359870154101648L,78,16
new56431,10415401316488080L,-1,16
new766,2815629002846864L,10,16
new40645,11277417090274192L,-1,16
new17048,1849175990092592L,43,16
new36035,3685616505416304L,4,16
new53988,11822811078767248L,6,16
new54252,10698045579383696L,29,16
new1072,10415471107625872L,28,16
new5055,9359904511480720L,61,16
new19562,9455838496909936L,58,16
new43934,9361005633712784L,46,16
new57609,10415435674391440L,-1,16
new57610,10415436748149648L,28,16
new65672,12411874440424272L,0,16
new192,10415436747887504L,28,16
new44941,370264427049872L,62,16
new54744,9359904511742864L,61,16
new56173,10415435674129296L,-1,16
new65673,12411874440162128L,0,16
new38034,11822811077456528L,8,16
new36956,11822811077718672L,7,16
new1079,10415471108674448L,28,16
new23026,370264427574160L,67,16
new28707,9361005633450640L,45,16
new21966,18649164451984016L,50,16
new2154,3738915698731920L,7,16
new7615,3950058439224208L,6,16
new11894,1152910805756560L,-1,16
new28270,20284624908735376L,13,16
new13847,1152919395691152L,-1,16
new2538,19423185758704528L,-1,16
new5549,19422085173318288L,-1,16
new23088,3950058437389200L,7,16
new16085,4020365979036560L,-1,16
new3259,19422085709935248L,-1,16
new7924,19422085173056144L,-1,16
new56772,19423185758442384L,-1,16
new4638,3738915094482832L,2,16
new9920,22043843478426000L,3,16
new28519,20267610688508816L,34,16
new62954,19422085709673104L,-1,16
new7255,20829460039766928L,-1,16
new11588,20829461113525136L,37,16
new21929,3738915697683344L,6,16
new17103,20267610688770960L,34,16
new26538,3950058438175632L,6,16
new6986,20829460040029072L,-1,16
new10184,20829461113787280L,37,16
new32411,18656594468318064L,-1,16
new51950,448948485581424L,47,16
new59682,11276652568269712L,5,16
new56023,12464641588120464L,0,16
new19955,448948486105712L,47,16
new32501,18656628828056432L,-1,16
new59487,9722528306825616L,62,16
new55730,10414671169950352L,-1,16
new56159,12957257157086096L,0,16
new64497,10696146130080656L,-1,16
new37954,12957257155251088L,0,16
new51030,12411874406869136L,0,16
new51040,448948486630000L,48,16
new56140,12395406730234768L,0,16
new53844,18366521263108752L,59,16
new60405,12411874406606992L,0,16
new39859,12464641587071888L,0,16
new18171,18366521263370896L,60,16
new36460,448948487154288L,48,16
new46422,12464641586285456L,0,16
new55729,10414671170998928L,-1,16
new40061,12957257156037520L,0,16
new45028,20284624909783952L,14,16
new12210,12395406731021200L,0,16
new105,10416536254534544L,-1,16
new27979,18729727561042320L,47,16
new55970,10415435669148304L,-1,16
new61373,10159568894093936L,-1,16
new56227,10415401309409936L,-1,16
new20874,10415427062174608L,-1,16
new28173,2270245189628816L,43,16
new11486,1153185146784400L,15,16
new12364,21418799338670928L,5,16
new23273,10415471084557200L,-1,16
new26122,89957671416720L,54,16
new60851,3949508700187216L,7,16
new27194,18366339245265808L,-1,16
new31338,19421853781701264L,-1,16
new35524,9359895899526032L,75,16
new61505,10159603253832304L,-1,16
new20179,10415436725080976L,-1,16
new3301,10415427060601744L,-1,16
new9311,18026040120347024L,23,16
new23582,10415436724818832L,-1,16
new8439,9359895897953168L,78,16
new27253,4020640856681360L,-1,16
new20395,10415402365342608L,-1,16
new909,10415427061126032L,-1,16
new23861,10415402365080464L,-1,16
new28033,2402176919989136L,23,16
new8405,18366339246314384L,-1,16
new18659,9359895898477456L,75,16
new51574,659822790355568L,-1,16
new54706,12464916465765264L,0,16
new54911,20283834645238672L,-1,16
new61946,370333121360784L,73,16
new11932,1152403999615600L,14,16
new51802,659788430617200L,-1,16
new54138,10135095634350992L,27,16
new62881,20337142965359504L,-1,16
new23804,3685607924132464L,5,16
new62962,9640865702916752L,53,16
new45472,9361005608546960L,45,16
new37794,12464916464716688L,0,16
new39290,370288561083280L,62,16
new59760,370298762146704L,61,16
new62459,370264401884048L,72,16
new46424,12464916464192400L,0,16
new48123,9361005608284816L,46,16
new59579,370264402408336L,60,16
new62206,370298761622416L,73,16
new52276,370288561345424L,62,16
new51582,659822790355600L,-1,16
new1818,20829425689727632L,43,16
new12022,1152403999615632L,13,16
new21969,18649164443595408L,51,16
new10993,21964439231957840L,6,16
new51803,659788430617232L,-1,16
new12948,21418524469152592L,4,16
new28551,20267610681430928L,35,16
new11609,20829460049466000L,44,16
new23752,3685607924132496L,5,16
new28475,20284616327189392L,5,16
new28717,20830560634852240L,36,16
new34923,21955909669917072L,5,16
new2234,18016961331245968L,22,16
new29668,20970712890610064L,25,16
new34027,21955909668606352L,5,16
new28530,21964439230122832L,8,16
new36059,3404142609738384L,4,16
new11613,20267610680120208L,34,16
new27894,3949508682099600L,3,16
new29276,21964439230909264L,5,16
new38566,3404142610000528L,5,16
new10200,20267610680382352L,34,16
new28026,3949508682361744L,2,16
new34112,21955909668868496L,5,16
new7922,19422085168075408L,41,16
new56808,19423185753461648L,32,16
new17060,1849175990092400L,52,16
new61446,10159568894093968L,-1,16
new48830,9175513487387280L,64,16
new11490,1153185146784368L,15,16
new40690,20336868087452560L,-1,16
new59696,20284624919221136L,7,16
new63045,9078190627402384L,42,16
new42503,20336859497517968L,-1,16
new44152,18366545398453136L,65,16
new59859,20284616329286544L,6,16
new61588,10159603253832336L,-1,16
new41055,19422086224008080L,-1,16
new56013,12395406738623376L,0,16
new43753,19422086223745936L,-1,16
new58139,11285425851525776L,6,16
new27262,4020640856681328L,-1,16
new65151,18366545396880272L,62,16
new42053,11285425851787920L,7,16
new12478,21542208477907312L,33,16
new16678,1849141630354032L,53,16
new28038,2402176919989104L,23,16
new17183,12395406739409808L,0,16
new45161,20284616328237968L,6,16
new58895,18366545397404560L,64,16
new28824,9361005620081296L,81,16
new32414,18656594468318096L,-1,16
new21836,18085414024041360L,60,16
new25497,2815044896993936L,11,16
new32502,18656628828056464L,-1,16
new36090,3404142602660688L,3,16
new33165,21955634792272272L,14,16
new12851,20337142971650960L,-1,16
new22147,89957679805328L,53,16
new24411,10415401853104784L,-1,16
new32612,21955634790699408L,6,16
new20437,9359871764181648L,78,16
new28149,20970438012965264L,-1,16
new11298,20970461634793872L,23,16
new51987,9359871764443792L,79,16
new53803,10415401316749968L,-1,16
new32651,21955634791223696L,13,16
new33926,565512792486544L,22,16
new11868,20337142970602384L,-1,16
new47800,10415401853366928L,-1,16
new51596,11972058229541744L,54,16
new56230,10415401316487824L,-1,16
new63829,12411874424695632L,0,16
new45081,370298771583888L,62,16
new42050,11822226971865744L,4,16
new58246,10135095642739600L,28,16
new2157,3738915698731888L,7,16
new54131,10696946067755920L,30,16
new902,10416570619253648L,27,16
new44921,370264411845520L,61,16
new53927,9641965189378704L,-1,16
new59858,11277417072448400L,4,16
new65065,370288570782608L,63,16
new43768,9359906122085008L,45,16
new53541,10415435674391184L,-1,16
new57479,10416536259777424L,27,16
new16088,4020365979036528L,-1,16
new77,10416536259515280L,27,16
new38939,10415436211008144L,16,16
new55969,10415435674129040L,-1,16
new4641,3738915094482800L,2,16
new32815,10415436210746000L,16,16
new51781,449189003750000L,58,16
new21931,3738915697683312L,6,16
new916,10416570620302224L,27,16
new28537,9359906121822864L,44,16
new51597,11972058229541712L,54,16
new51777,449189004012144L,57,16
new34946,2278793516738704L,-1,16
new61536,12693090629412976L,0,16
new36426,3404142569106064L,4,16
new13041,1152910805756304L,-1,16
new50997,20688703207871376L,-1,16
new43895,9667305495636080L,59,16
new30716,2278793532467600L,-1,16
new47701,12693090628364400L,0,16
new30719,2278793532205456L,-1,16
new33624,565795757003664L,22,16
new63776,574591581588368L,23,16
new50973,20688703206822800L,-1,16
new60089,12411874424694928L,0,16
new50701,12692815760156816L,0,16
new15949,1286209402331504L,-1,16
new65428,12411874406869904L,0,16
new65427,12411874406607760L,0,16
new27962,18728628049414544L,47,16
new58899,10159577484028272L,-1,16
new48718,9175513487386992L,67,16
new59029,10159611843766640L,-1,16
new39295,10300280596359280L,55,16
new5839,18017244295762576L,22,16
new9289,18026040120347280L,24,16
new48160,12692815750719600L,0,16
new39503,10300280596097136L,55,16
new65302,9430238856287120L,66,16
new48039,12692807161047152L,0,16
new61565,1152412589549936L,-1,16
new39478,659831380289904L,45,16
new39730,659797020551536L,46,16
new56917,1293631105820784L,-1,16
new5224,4090734714874736L,33,16
new206,2412109309174064L,37,16
new13029,1152412589549968L,-1,16
new1934,20829425656173456L,41,16
new37145,659831380289936L,45,16
new37276,659797020551568L,46,16
new49244,20688711789417360L,-1,16
new1866,18016961364800144L,21,16
new36398,3404142576184208L,2,16
new38876,3404142576446352L,3,16
new49237,20688711788368784L,-1,16
new27966,18728628049414512L,47,16
new42176,9666987668056208L,59,16
new56974,10159577484028304L,-1,16
new41971,9666996257990800L,58,16
new57057,10159611843766672L,-1,16
new15950,1286209393942896L,-1,16
new45588,12692815750719632L,0,16
new60012,11285425851525520L,6,16
new22839,4091009584130928L,28,16
new43053,11285425851787664L,7,16
new11018,1285109882052720L,-1,16
new14729,18436888355214224L,75,16
new15683,1286209393680752L,-1,16
new45444,12692807161047184L,0,16
new32567,18656594468317328L,68,16
new25683,2815044863439760L,9,16
new34057,12692815760156784L,0,16
new24799,10415401804083856L,-1,16
new26327,10300280604747888L,55,16
new39640,449223363488112L,57,16
new61562,12693090629413008L,0,16
new25995,1850275501720112L,41,16
new39634,449223363750256L,56,16
new42232,11822226938311568L,2,16
