名称,状态,最优步数,类型
new42436,12667560563404700L,0,28
new102990,12676339140727708L,0,28
new34981,12395139369297756L,0,28
new35128,12395414247204764L,0,28
new9846,12667569153077148L,0,28
new74445,1138700101379484L,52,28
new85839,83178602161564L,87,28
new54438,127150142007708L,-1,28
new81925,83169676890524L,60,28
new13811,12685135251573916L,0,28
new39168,11269308181931900L,30,28
new55276,12667560564453276L,0,28
new64914,21675317030890652L,4,28
new12413,11559578941590684L,36,28
new62883,21402338624038748L,1,28
new37702,3714838287166332L,-1,28
new15810,11542012843093916L,44,28
new92853,21675317048716700L,7,28
new9418,11550782830744476L,18,28
new37133,3678554991192956L,-1,28
new101470,21684672250581404L,7,28
new23497,3678211982315164L,7,28
new13873,12676614018110364L,0,28
new35998,9097517956107644L,-1,28
new11597,12667844030459804L,0,28
new95046,20549485861350812L,38,28
new79517,18017304156876188L,48,28
new79550,18017312746810780L,47,28
new17119,12685410128956572L,0,28
new38077,3715937798793820L,57,28
new49858,9097517955059068L,-1,28
new52137,10243763331420028L,83,28
new61106,20549485843524764L,40,28
new50745,9097517954272636L,83,28
new63999,2543583576527772L,24,28
new31221,11580769471106940L,58,28
new37108,3678520631454620L,-1,28
new37303,3669725075297180L,7,28
new57487,1426688672657308L,-1,28
new15618,11559853819497628L,35,28
new63968,2543824094696348L,10,28
new37686,3714803927427996L,-1,28
new64965,21675042153507996L,4,28
new37277,3669725075035036L,6,28
new80719,19250945397903228L,54,28
new15484,11559853835226524L,43,28
new30032,3678486859697820L,6,28
new80246,19250945398165372L,54,28
new5535,10427356825063836L,61,28
new36337,11269034042217372L,42,28
new63836,18104717217402236L,82,28
new38242,9090377864766876L,96,28
new99750,21675042171334044L,7,28
new94945,18104717217664380L,82,28
new60494,1143649783811740L,28,28
new95016,20549211016736668L,30,28
new95013,20549211016998812L,29,28
new33199,12386085578239900L,0,28
new33177,12386094168174492L,0,28
new85416,83178610550172L,88,28
new61186,20549210965617820L,41,28
new13651,11559304090685084L,21,28
new27899,1252499168455324L,-1,28
new66373,20276507436672924L,31,28
new58583,12667569145737116L,0,28
new12312,11542012835753884L,42,28
new4481,3387940852749212L,2,28
new8557,3678211972877980L,6,28
new35126,12395414247204732L,0,28
new7846,3433380482132860L,33,28
new39000,3714838295554684L,-1,28
new54977,9134057322195100L,-1,28
new7161,1412486465916796L,41,28
new1244,3678554966026876L,-1,28
new39172,11269308181931932L,30,28
new39233,11269583059838812L,31,28
new4601,3397080006290300L,-1,28
new75489,19157962913542044L,17,28
new37362,11260537858715548L,45,28
new53368,1143924628163740L,20,28
new18006,21683572715622812L,3,28
new33099,12386369046081436L,0,28
new24374,21683538355884444L,2,28
new34984,12395139369297820L,0,28
new8043,3434479993760348L,34,28
new38878,3715937807182684L,56,28
new36891,10419685183795068L,55,28
new16394,12667844023119772L,0,28
new52132,10243763323031420L,83,28
new39232,11269583059838844L,30,28
new55145,10243763322769276L,83,28
new44385,11580769462718332L,57,28
new47783,1143924661718396L,22,28
new5875,3389349602022300L,9,28
new13306,11559304063684508L,22,28
new14040,12676888839656348L,0,28
new77299,18034338802470524L,50,28
new6823,1426689184091548L,-1,28
new66809,21447229235800188L,-1,28
new97064,21728687049222524L,39,28
new36427,11542287695834524L,59,28
new13656,11559304079412892L,20,28
new68283,1144114714037660L,-1,28
new70993,21692403719694716L,34,28
new105713,21438442085565820L,41,28
new102111,21410928759957628L,-1,28
new64046,2543824055112348L,8,28
new14178,12685135300856988L,0,28
new14060,12685135301119132L,0,28
new26637,82903724254812L,-1,28
new63682,21430744916437852L,44,28
new5542,10427356769227164L,-1,28
new12723,12685135251574684L,0,28
new31857,1253048924268956L,-1,28
new64459,21430744916699996L,45,28
new32329,21692369385121948L,-1,28
new49601,1143649783811452L,22,28
new64214,21675317064445340L,5,28
new12389,11559578941591452L,22,28
new67364,21675317064183196L,5,28
new13215,9399312682666844L,52,28
new101574,21728652681095324L,-1,28
new78866,18034613680377468L,49,28
new44512,392130607795068L,87,28
new79354,18017037868904060L,45,28
new12417,11559578990873756L,46,28
new94957,20549485879176604L,41,28
new13206,9399312681618268L,51,28
new25489,11559578991660188L,44,28
new44549,9090377864767068L,124,28
new44499,392130606746492L,87,28
new17121,12685410178239644L,0,28
new20373,21683572740526492L,6,28
new92706,21675317066542492L,6,28
new13214,9399312682666876L,51,28
new29663,12685410179026076L,0,28
new44511,392130607795036L,88,28
new17094,12685410128957340L,0,28
new38893,3715937849125468L,55,28
new13670,83178610550364L,-1,28
new64257,20549485876817308L,40,28
new67425,20549485877079452L,40,28
new13205,9399312681618300L,50,28
new44498,392130606746460L,88,28
new67227,21675042186276252L,6,28
new50334,1426697798929564L,-1,28
new64536,21675042187062684L,5,28
new14185,12685135294827676L,0,28
new79536,18017312746811004L,45,28
new57669,9133782444288924L,-1,28
new59694,10260231007791516L,-1,28
new95335,20557982029124508L,-1,28
new99606,21728687040833660L,38,28
new106694,20587968733711740L,54,28
new102986,21692403744860284L,-1,28
new44418,9090102986860124L,123,28
new35470,11260262947253916L,42,28
new11492,12685685056146588L,0,28
new60478,1143649750257564L,30,28
new26471,12685685056408732L,0,28
new92866,21675042189159836L,6,28
new82702,19158314563964060L,36,28
new13457,82903732643420L,-1,28
new50312,126600386194076L,-1,28
new67351,20549210965618588L,27,28
new64464,21430744925088604L,46,28
new75575,21692369359956380L,-1,28
new5425,21410894400219292L,-1,28
new65398,21447194876061852L,-1,28
new101204,21728652689484188L,-1,28
new62275,21674767309155740L,5,28
new8556,3396736979324572L,5,28
new13845,12676613962273692L,0,28
new43098,392139189341052L,86,28
new62270,21674767308893596L,5,28
new59528,9134057322195868L,-1,28
new18046,21684672226202012L,7,28
new50029,110665822645116L,54,28
new101501,21684672225415580L,5,28
new49070,9090102961694620L,100,28
new43644,392139188292476L,85,28
new82742,19157972040338588L,-1,28
new58656,1143924628164508L,31,28
new101497,21683572732137884L,6,28
new93259,20548936105537180L,31,28
new99791,20557672791479196L,7,28
new77301,18034338802470556L,51,28
new101464,21683572731875740L,6,28
new43097,392139189341020L,86,28
new38879,3715937840736860L,56,28
new26502,83178602161756L,-1,28
new64986,20548936087711644L,28,28
new9438,11550782774907804L,15,28
new43642,392139188292444L,85,28
new97761,21683813272850844L,2,28
new4522,11542287713660316L,43,28
new11501,12685685033340060L,0,28
new13302,11559304063684252L,22,28
new82552,18406511920630652L,53,28
new706,1426697773763740L,-1,28
new12596,1138425223473020L,51,28
new59303,9134057322195548L,90,28
new63949,21447229235800444L,-1,28
new99571,21728687049222268L,38,28
new62327,21438442068264316L,40,28
new13604,11559304079413148L,20,28
new43270,10145607298344796L,23,28
new69226,1144123303971996L,-1,28
new106339,20587968725323132L,54,28
new67488,18406511919582076L,52,28
new75093,21692403719694460L,35,28
new92007,11269583059838364L,43,28
new49228,9090102961694300L,59,28
new61297,21438442068788604L,40,28
new10546,9371275906601884L,82,28
new102113,21410928759957884L,-1,28
new61331,21438442068526460L,41,28
new90900,11260812736621980L,56,28
new63951,2543824055112604L,7,28
new8694,12685135267303324L,0,28
new82553,18406511920630620L,52,28
new12595,1138425223472988L,51,28
new43268,10145607298344828L,23,28
new13817,12685135285128348L,0,28
new25040,1253048924268700L,-1,28
new43574,364093831730076L,68,28
new67489,18406511919582044L,51,28
new13812,12685135285390492L,0,28
new18000,21683572755206556L,3,28
new32330,21692369385122204L,-1,28
new12409,11559578975145116L,37,28
new24368,21683538395468188L,2,28
new25296,11559578975931548L,43,28
new100856,21728652681095580L,-1,28
new101494,21683572754682268L,4,28
new7340,21402613501945244L,2,28
new20369,21683572754944412L,4,28
new79321,18017029278969724L,46,28
new20459,1236556057439100L,-1,28
new57372,9133782444288604L,89,28
new104939,10259956129884316L,-1,28
new92885,21675317082271132L,7,28
new12651,11559578957320092L,20,28
new19903,21684672217813404L,6,28
new23339,1236564647111548L,52,28
new92884,21675317082008988L,7,28
new5409,10427081947157404L,55,28
new100751,20276507436672380L,43,28
new101471,21684672217026972L,6,28
new46717,9090102986860444L,105,28
new17291,12685410144685980L,0,28
new95061,20549485894643100L,39,28
new95063,20549485894905244L,38,28
new102379,21402338624038268L,3,28
new17117,12685410162511004L,0,28
new38091,3715937832348252L,56,28
new16714,82903732643740L,94,28
new2199,20276782314579356L,42,28
new9139,3434480036227676L,41,28
new91987,20276507436672348L,42,28
new29291,12685410163297436L,0,28
new71445,2543824094695836L,11,28
new76803,18019495093504892L,-1,28
new82703,18406520502176636L,67,28
new7273,21402338624038300L,3,28
new52587,1426689209257372L,-1,28
new79514,18017304156876668L,47,28
new94237,21402613501945180L,1,28
new102980,12676339101143964L,0,28
new57310,9133782444288668L,-1,28
new96620,21728687040833916L,39,28
new105548,10260231007791260L,-1,28
new4645,11542287721000348L,45,28
new9521,11551057708650908L,41,28
new47000,10145333158630300L,51,28
new71157,20587968716934524L,53,28
new92864,21675042204102044L,8,28
new88241,18125038545021820L,-1,28
new100787,20276782314579324L,42,28
new102988,21692403744860540L,-1,28
new61299,21438442077177212L,40,28
new67634,18406520501128060L,66,28
new99810,21675042204888476L,7,28
new37598,11260262947254172L,43,28
new61333,21438442076915068L,41,28
new60498,1143649750257308L,29,28
new94974,20549210983444380L,29,28
new76802,18019495093504860L,-1,28
new82704,18406520502176604L,66,28
new79322,18017029278969756L,45,28
new102405,21402613501945212L,2,28
new79362,18017037868904348L,44,28
new11504,12685685040417948L,0,28
new15105,1138151083758492L,21,28
new26511,12685685040680092L,0,28
new50471,126600386194332L,-1,28
new88239,18125038545021788L,-1,28
new92008,20276782314579292L,41,28
new67637,18406520501128028L,65,28
new71479,2543858454434204L,12,28
new79296,21692369359956124L,-1,28
new5427,21410894400219548L,-1,28
new63670,21447194876062108L,-1,28
new101547,21728652689483932L,-1,28
new8881,3396736979324828L,4,28
new17120,12685410155957404L,0,28
new53996,9399338427304796L,92,28
new12768,1138700101379964L,52,28
new20454,1236556049050492L,-1,28
new55308,9134332200102492L,89,28
new57647,9117839290805084L,90,28
new6914,1412486465916284L,42,28
new43273,10145607298344860L,22,28
new43337,10145882176251740L,24,28
new23333,1236564638722940L,51,28
new27738,1236556048526204L,51,28
new64030,2543583536944028L,-1,28
new27412,1236564638460796L,50,28
new49145,9090377839601244L,60,28
new100980,21674767326981532L,7,28
new75773,19157963450404252L,-1,28
new37522,11260537825161116L,44,28
new41417,9399338426256220L,91,28
new100978,21674767326719388L,7,28
new53360,1143924661718172L,21,28
new101503,21684672210473372L,5,28
new93262,20548936105537436L,30,28
new99790,20557672791478940L,7,28
new33240,12386369012527004L,0,28
new100973,21674767328030108L,7,28
new7339,12395414247204188L,0,28
new53999,9399338427304828L,92,28
new78408,18016763527860124L,-1,28
new8049,3434480027314780L,35,28
new12597,1138425223473052L,50,28
new12766,1138700101379932L,52,28
new57645,9117839290805116L,89,28
new26352,82903724255132L,95,28
new43336,10145882176251772L,24,28
new48460,126875264101276L,-1,28
new83212,82894798984092L,62,28
new58944,9117865060608892L,65,28
new64984,20548936087711388L,29,28
new9133,3434480027839068L,40,28
new12415,11559578968591516L,47,28
new32127,1252774046361756L,-1,28
new41419,9399338426256252L,91,28
new54303,11551083487891868L,23,28
new93378,21409727311031132L,5,28
new27866,3395896256793244L,9,28
new54012,11269584889614748L,42,28
new76927,18034338802468988L,58,28
new2241,3397011286814364L,2,28
new80769,19158039686056572L,31,28
new61201,21674828478376316L,46,28
new41641,11551083486843292L,22,28
new95470,10154678537709724L,65,28
new58203,9363054509518236L,99,28
new91558,19443351703070844L,34,28
new29331,1144148536912796L,-1,28
new32784,1143874195868508L,36,28
new102123,21410928793512060L,-1,28
new31235,1143908555606876L,35,28
new40790,12668117809441692L,0,28
new27676,2543884233675164L,51,28
new53847,373447793404060L,96,28
new25962,2262402814742940L,42,28
new78627,18017863039486300L,33,28
new69554,1147496462837916L,-1,28
new37676,91965769911452L,58,28
new93529,19443076758056092L,39,28
new12992,2543884232626588L,50,28
new53837,373447792355484L,95,28
new55648,10151347774876316L,-1,28
new23746,3395347592039260L,4,28
new39986,3395346518281052L,4,28
new44209,3395346484726108L,5,28
new20649,2269447685196636L,5,28
new86392,21410002172160604L,6,28
new51364,373439211858044L,93,28
new83579,20284377142700700L,12,28
new40623,12667568524169084L,0,28
new78481,18034613680375932L,57,28
new82389,19158314563963516L,30,28
new26042,3396481446103900L,4,28
new77553,19223449092776252L,-1,28
new82127,18034845071747228L,33,28
new62009,21438442068263484L,55,28
new80067,19158545955334812L,41,28
new23628,1236564613556860L,52,28
new7887,10435878040177820L,60,28
new23974,3395381951777628L,4,28
new32783,1143616497830748L,35,28
new51356,373439210809468L,92,28
new31234,1143650857569116L,34,28
new32417,2270650258738012L,32,28
new52198,12402529666911068L,0,28
new82120,18034879431485596L,32,28
new19524,2269550764411740L,33,28
new21723,9380621286729852L,57,28
new94359,18378475179168668L,96,28
new76177,19223457674322332L,-1,28
new87962,18370236584390044L,60,28
new54060,12403663520975708L,0,28
new99695,20566502763736732L,-1,28
new77976,19161878865422492L,39,28
new4437,19161878865684636L,38,28
new21713,9380621285681276L,56,28
new52310,12402564026649436L,0,28
new94638,18378475178120092L,95,28
new90234,20284102265318044L,15,28
new47919,9371301685842844L,54,28
new22778,9380621286729884L,57,28
new80075,19158580315073148L,42,28
new87821,21410277049543260L,6,28
new95658,21675910266424700L,-1,28
new76335,18025774604128924L,56,28
new77500,19223174214869308L,-1,28
new1579,10436152918084764L,59,28
new102993,21692403778414716L,-1,28
new33621,9371301684794268L,53,28
new22769,9380621285681308L,56,28
new95647,21675910265376124L,-1,28
new54009,373439211858076L,94,28
new76030,18026908475495324L,57,28
new40624,12667568524169116L,0,28
new78470,18034613680375964L,56,28
new64136,20549210998909852L,29,28
new9210,10435603106434972L,-1,28
new53994,373439210809500L,93,28
new30418,3395621379410588L,7,28
new91201,20283827404188572L,13,28
new48616,1412486517296508L,35,28
new29342,1144182896651132L,31,28
new51771,10145609128121244L,64,28
new40789,12668117809441660L,0,28
new51264,373447793404028L,97,28
new51665,10427107726398364L,44,28
new55447,1147496462837884L,-1,28
new23621,1236564605168252L,51,28
new39810,75481450548604L,54,28
new27861,1236564604906108L,50,28
new41924,392139691355004L,67,28
new51256,373447792355452L,96,28
new38020,10427107725349788L,43,28
new41928,392139691617148L,67,28
new27366,3397098814081372L,30,28
new55328,10151382134614652L,-1,28
new46936,3395999319755100L,33,28
new78186,18378483760714652L,96,28
new80772,19158039686056604L,32,28
new76052,19223449092776348L,-1,28
new8022,10435877984341916L,-1,28
new24862,10154678537709692L,65,28
new36402,91690892004508L,59,28
new8964,1419908471133084L,51,28
new77974,19161878873811100L,38,28
new92395,19443351703070876L,35,28
new92423,19443351635963036L,38,28
new4430,19161878874073244L,37,28
new63699,18378483759666076L,95,28
new22049,3395622453168988L,5,28
new30030,3395621345855836L,6,28
new30379,3395621379410780L,5,28
new19091,2269722546326364L,6,28
new31030,1143908555606652L,33,28
new93437,21409727311030876L,6,28
new91551,19443351687342204L,29,28
new37622,9380647031367836L,88,28
new73806,21675936011062652L,-1,28
new4574,3397011286814620L,1,28
new10533,9371275941204892L,84,28
new102026,18387820524693628L,-1,28
new81797,19223182796415036L,-1,28
new38105,91690892004732L,57,28
new54010,11269584904556956L,41,28
new54833,9363054509517980L,99,28
new75112,21692403753248892L,36,28
new97723,11269584905343388L,35,28
new101652,21393353518901628L,26,28
new51388,9380647030319260L,87,28
new89542,21675936010014076L,-1,28
new10561,9371275940156316L,83,28
new26172,1144148536912540L,-1,28
new102008,18387820523645052L,-1,28
new53558,12402804528040796L,0,28
new43568,364093866333084L,70,28
new37098,12404210541555612L,0,28
new25956,2262402829685148L,41,28
new33367,91965769911708L,58,28
new99115,20566777641643932L,-1,28
new3484,12668117827267484L,0,28
new43587,364093865284508L,69,28
new57846,10151347774876572L,-1,28
new73704,2262402830471580L,17,28
new22819,3396481461832540L,6,28
new22815,3396481461570396L,5,28
new86353,21410002172160860L,6,28
new5417,10427081981760412L,55,28
new33220,12386085578238844L,0,28
new83571,20284377142700956L,12,28
new35307,3379171410348956L,6,28
new39911,3379171410086812L,5,28
new26021,3395381934476124L,3,28
new39984,91416014097788L,56,28
new80066,19158545955335068L,41,28
new96918,10145609152238492L,58,28
new23729,1236564613557116L,52,28
new5403,10427081980711836L,55,28
new18741,3468547683012476L,-1,28
new23962,3395381935000412L,3,28
new51756,10145609151452060L,64,28
new22321,3395381934738268L,4,28
new3744,2253064262929276L,35,28
new51428,12403663536442204L,0,28
new32410,2269550747110236L,31,28
new51431,12403663536704348L,0,28
new20683,2269550747372380L,32,28
new46767,3395999311366492L,33,28
new81872,18035978943113372L,31,28
new8742,3378895450295164L,5,28
new19513,2269550747634524L,32,28
new46766,3395999311104348L,33,28
new77961,19161878849955996L,30,28
new65479,18387829106239644L,72,28
new20237,2270650274204508L,44,28
new46587,3397098838198620L,32,28
new62004,21438442068263708L,53,28
new83747,18370236584389788L,61,28
new20240,2270650274466652L,44,28
new27384,3397098837936476L,32,28
new54053,12402564009347932L,0,28
new99534,20566502763736988L,-1,28
new1553,10436152918084988L,58,28
new50997,12402564009610076L,0,28
new52302,12402564009872220L,0,28
new80316,18387829105191068L,71,28
new40015,3395346518280860L,6,28
new90180,20284102265318300L,15,28
new91089,21674828504590716L,26,28
new9517,11551057743253916L,41,28
new104668,21692403762686076L,38,28
new8743,3378895450295196L,4,28
new97160,21675936019451260L,-1,28
new80068,19158580315073404L,42,28
new87817,21410277049543516L,5,28
new96111,21675910249647484L,37,28
new65454,18387829106239612L,72,28
new76323,18025774637683100L,55,28
new76340,18025774604129180L,57,28
new91078,21674828503542140L,25,28
new9516,11551057742205340L,41,28
new47005,10145333192184732L,52,28
new54013,11269584912945564L,42,28
new1455,10436152918085020L,59,28
new97614,11269584913731996L,36,28
new67458,18406520467573628L,65,28
new80297,18387829105191036L,71,28
new94767,20549211016735644L,31,28
new33225,12386085578238876L,0,28
new76311,18025808963867548L,58,28
new42315,364102447879068L,68,28
new71474,2543858489037212L,14,28
new15112,1138151117312924L,22,28
new25960,2262402838073756L,42,28
new83662,18369961706482844L,62,28
new9275,10435603106434716L,-1,28
new7797,10435878040178044L,58,28
new42642,364102446830492L,68,28
new67459,18406520467573596L,64,28
new71471,2543858487988636L,13,28
new73551,2262402838860188L,17,28
new3745,2253064262929308L,34,28
new23952,3396481470221148L,6,28
new91411,20283827404188316L,13,28
new23951,3396481469959004L,6,28
new25735,1144182896650876L,32,28
new27830,3395896223238492L,7,28
new27850,3395896256793436L,7,28
new31653,3395897330551644L,6,28
new39335,3379171401960348L,5,28
new26907,2269997423709020L,7,28
new39498,3379171401698204L,4,28
new32072,3468564854230908L,32,28
new7044,1412486499470716L,43,28
new81640,19223457674321980L,-1,28
new36136,91965769911676L,57,28
new99161,10145609143849884L,57,28
new3482,12668117827267452L,0,28
new23724,1236564605168508L,51,28
new54657,9362779631611036L,99,28
new23968,3395381943389020L,4,28
new51564,10145609143063452L,63,28
new19352,3468556264558460L,-1,28
new27992,1236564604906364L,50,28
new39901,3379171403008924L,5,28
new22326,3395381943126876L,5,28
new32582,1143874195868316L,32,28
new40968,9399338392701788L,90,28
new27789,3395999302453596L,31,28
new52294,12403663544830812L,0,28
new52295,12403663545092956L,0,28
new57851,10151382134614908L,-1,28
new72505,1419908488958876L,39,28
new20685,2269550755760988L,33,28
new27796,3395999302977884L,32,28
new92383,19443351687342236L,28,28
new37753,9380647031367804L,88,28
new19519,2269550756023132L,33,28
new27791,3395999302715740L,32,28
new57750,12403079405423452L,0,28
new102762,18387820524693660L,-1,28
new19503,2270650282593116L,43,28
new46586,3397098829810012L,33,28
new19506,2270650282855260L,43,28
new27373,3397098829547868L,33,28
new83205,82894832538524L,61,28
new49790,9082680688512380L,-1,28
new9000,10435603162271100L,57,28
new50999,12402564017998684L,0,28
new93764,19443351635963292L,39,28
new51484,9380647030319228L,87,28
new52305,12402564018260828L,0,28
new102745,18387820523645084L,-1,28
new38898,392139676937084L,52,28
new40971,9399338392701820L,90,28
new99403,21693502678175100L,38,28
new51371,10145884006027676L,72,28
new60394,1143908555606396L,33,28
new104758,21693502678437244L,38,28
new27856,3395896223238812L,8,28
new76782,18034338802469500L,50,28
new29108,2269997423708316L,12,28
new78265,19426858711199356L,29,28
new51765,10427382604304796L,29,28
new80895,19158039686056060L,39,28
new66011,21447228766029948L,43,28
new89550,19223449092776828L,-1,28
new65985,21447237355964540L,42,28
new66722,21674836497862012L,-1,28
new7805,10435877984341372L,-1,28
new98532,20567052586657916L,35,28
new66409,21674836497599868L,-1,28
new9266,10435603162271388L,57,28
new66013,21447228766554236L,-1,28
new66748,21674836498386300L,-1,28
new92850,19426858726928252L,35,28
new38169,10427382603256220L,29,28
new65989,21447237356226684L,42,28
new96160,21692883774023804L,5,28
new67064,21674767778909564L,2,28
new90703,12404210541554844L,0,28
new89781,19223174214869916L,-1,28
new94459,21674836499959164L,34,28
new1461,10436152862248348L,-1,28
new95724,20566777641643164L,38,28
new9174,1420183349039516L,50,28
new94478,21674836500483452L,35,28
new44196,3395346518280540L,4,28
new60393,1143650857568636L,41,28
new84886,21411410936375452L,6,28
new14276,21411410936637596L,6,28
new67392,21675317064182172L,5,28
new89359,20284377142700188L,5,28
new78415,18034613680376444L,49,28
new85187,21410277049542812L,4,28
new82434,19158314563963004L,38,28
new75618,18034845071747740L,37,28
new32920,3678564151020156L,46,28
new64133,20549210998909308L,38,28
new89867,19223182796415868L,-1,28
new9007,10435603106434428L,-1,28
new33897,3678555561347708L,45,28
new77710,19158545955334300L,33,28
new85177,21410311409281180L,4,28
new85153,21410311409543324L,4,28
new85149,21410311409805468L,3,28
new89336,20284480221915292L,31,28
new27072,10419659473760124L,39,28
new75947,18027183353401756L,46,28
new89342,20284480222439580L,30,28
new77696,19158580315072668L,32,28
new89349,20284480222177436L,31,28
new102841,21411134985496700L,8,28
new9855,20285579749271708L,36,28
new64238,20549485876816284L,39,28
new26326,10419659472711548L,38,28
new89057,20285579749009564L,37,28
new92899,19442801880149660L,-1,28
new67023,18088231790758812L,56,28
new81815,18088231791020956L,57,28
new40004,3395346484726684L,4,28
new82753,20284102265317532L,6,28
new53845,10136563692112796L,33,28
new63645,2269447685196188L,11,28
new86915,21410002172160156L,5,28
new44484,9081032529464220L,-1,28
new75633,18034879431486076L,47,28
new8108,21411134985496732L,8,28
new76341,18025774637683356L,55,28
new64237,20549485876816252L,38,28
new89907,19223457674322812L,-1,28
new51221,9362504753704860L,89,28
new56948,9081032528415644L,-1,28
new73540,1143616497830300L,40,28
new94055,21447228774942844L,-1,28
new49328,9081032527629212L,54,28
new64193,18406520467572860L,63,28
new94084,21447237364615292L,42,28
new67388,21675317064182140L,5,28
new75386,18035978943114076L,31,28
new60207,12676364918920092L,0,28
new82408,19158314563963036L,37,28
new82673,18369961706483612L,69,28
new89870,19223182796415900L,-1,28
new44045,91416014098076L,62,28
new100719,21674836508872060L,36,28
new46978,12676364919968668L,0,28
new30421,3395621345856156L,6,28
new84884,21411410944764060L,5,28
new96536,21692883706915996L,2,28
new96550,21692883774023836L,4,28
new54234,11550808609985436L,43,28
new57804,1412486517297020L,35,28
new14272,21411410945026204L,5,28
new26414,2269722546325660L,14,28
new54306,11269310011708316L,52,28
new67121,21674767778909596L,2,28
new89783,19223174214869884L,-1,28
new41595,11550808608936860L,42,28
new1556,10436152862248316L,-1,28
new43685,75481450549116L,57,28
new53813,9362779631611804L,90,28
new14567,21410311417931932L,5,28
new1319,3397080576707196L,38,28
new14565,21410311418194076L,4,28
new73541,1143874195868060L,32,28
new145,3397089166641788L,39,28
new50702,10419685218397820L,54,28
new44932,12676639796302748L,0,28
new10271,20284480230828188L,30,28
new27296,2543609355768732L,51,28
new76787,18034338802469532L,51,28
new10274,20284480230566044L,31,28
new26626,2262127936836508L,42,28
new66691,18088231783680924L,56,28
new78623,18017863039486876L,-1,28
new9849,20285579757660316L,35,28
new36703,10419685217349244L,54,28
new79385,18369686828576668L,68,28
new89056,20285579757398172L,36,28
new98773,20567052586657948L,35,28
new98791,20567052519550108L,37,28
new57453,12676639797351324L,0,28
new12788,2543609354720156L,50,28
new77916,18088231782370204L,55,28
new57514,12395141199074204L,0,28
new34396,392139676936316L,56,28
new36484,9399338392701052L,88,28
new81817,18088231782632348L,56,28
new30021,3395621379410268L,5,28
new98527,20567052570929276L,36,28
new27865,3395896223239068L,7,28
new27194,2269997423708572L,12,28
new78266,19426858711199612L,28,28
new12633,10136563716230044L,41,28
new62325,21438442068263292L,40,28
new91389,10145884021756316L,49,28
new31921,9081032553581468L,61,28
new9231,10435603162271644L,57,28
new51368,10145884020969884L,72,28
new44471,9081032552795036L,-1,28
new92875,19426858726927996L,35,28
new53827,10136563715443612L,33,28
new64466,1420183366865308L,25,28
new101548,21393284832979324L,7,28
new102996,12676339174282140L,0,28
new78616,18017863039486556L,34,28
new96179,21692883758295164L,7,28
new13523,73833298578332L,59,28
new1583,10436152862248092L,-1,28
new81913,83169710444956L,61,28
new99405,21693502662708604L,39,28
new59866,73833298840476L,60,28
new92416,19443076758056860L,-1,28
new103008,12676339175330716L,0,28
new60391,1143650857568380L,41,28
new94882,20549211016735100L,42,28
new9427,11550782865347484L,20,28
new30071,3678555545619068L,29,28
new75615,18034845071747996L,37,28
new17672,1129363379342204L,31,28
new9414,11550782864298908L,19,28
new54296,11269310035039132L,51,28
new84907,21411410920908956L,5,28
new92699,21675317082007964L,7,28
new8061,10435878040178588L,57,28
new94376,11269310035825564L,51,28
new14971,21410311426582684L,3,28
new13867,12676614051664796L,0,28
new57548,12395141222405020L,0,28
new89046,20285579733543068L,32,28
new94913,20549485894642076L,40,28
new32607,10419659473759868L,38,28
new10812,20284480239216796L,29,28
new76246,18026083841773980L,45,28
new64012,2543583611130780L,26,28
new92136,12395141223191452L,0,28
new13849,12676614052713372L,0,28
new26600,2262127960167324L,42,28
new32589,10419659472711292L,37,28
new92852,19442801880149916L,-1,28
new63990,2543583610082204L,25,28
new64979,2262127960953756L,33,28
new40019,3395346484726428L,5,28
new99415,21693502669786492L,39,28
new94959,20549485894642044L,41,28
new63643,2269447685195932L,11,28
new104594,21693502670048636L,39,28
new5530,10427356859666844L,63,28
new75623,18034879431486332L,47,28
new77311,18019495093505916L,-1,28
new76328,18025774604128668L,56,28
new16802,10136563707841436L,42,28
new91215,10145884030144924L,50,28
new50299,9362504753704604L,89,28
new5529,10427356858618268L,62,28
new36340,11269034075771804L,41,28
new51372,10145884029358492L,71,28
new73536,1143616497830044L,40,28
new53958,10136563707055004L,32,28
new13565,73833291500444L,59,28
new75389,18035978943113820L,32,28
new40540,12667568524168348L,0,28
new17673,1129363379342236L,30,28
new26774,73833290189724L,58,28
new44207,91416014098332L,62,28
new28165,73833290451868L,59,28
new92707,21675317082007932L,7,28
new15197,20283827404187804L,7,28
new30386,3395621345856412L,5,28
new98596,21692883706916252L,3,28
new24196,3678564126902908L,26,28
new11054,21409727311030428L,6,28
new31346,2269722546325916L,14,28
new4932,21393284832979356L,7,28
new27815,3395896256792924L,7,28
new67212,21674767778909340L,1,28
new4465,3387940886303644L,3,28
new96575,21692883758295196L,6,28
new6749,1412486499471228L,42,28
new9369,3678564125854332L,25,28
new14902,3678555536181884L,28,28
new54186,11269310026650524L,51,28
new92131,11269310027436956L,51,28
new33809,392139691354236L,69,28
new52248,392139691616380L,68,28
new57327,12395141214016412L,0,28
new50580,10419685218398076L,55,28
new98769,20567052570929308L,35,28
new94393,12395141214802844L,0,28
new26325,2262127951778716L,41,28
new36586,10419685217349500L,55,28
new78412,18369686828576412L,68,28
new7890,10435877984341148L,-1,28
new42388,91690892005276L,63,28
new96206,20567052519550364L,38,28
new49421,9082680688512892L,-1,28
new61174,2262127952565148L,34,28
new54369,11551083487890844L,24,28
